gene_symbol,Hox_3,Hox_5,Hox_2,Hox_1,Hox_4,No_hox_3,No_hox_2,No_hox_5,No_hox_1,No_hox_4
GATAd,5.760785740304233,5.674656866855514,5.734060523257932,5.684175286767265,5.744850364593571,5.399315605837791,5.729569323550988,5.49941101691272,5.54375930561566,5.476035224975839
CG13287,3.630517529098026,3.373356531131265,3.965634839940148,3.506113362616246,3.6566723952639744,3.2888169371569953,3.2959519310219205,3.534874589594033,2.0705147884582993,2.7974913785729365
Socs36E,7.579538811199393,7.580758410931904,7.577552693341027,7.604999487361652,7.599877111317688,7.589908357244093,7.543710519894278,7.520779889878503,7.438568013590345,7.475247800763594
Kr,7.318280203328714,7.278571312713139,7.289648782549226,7.2959916121388755,7.3324711139266086,7.156919398543331,7.280678852881495,7.201461128633427,7.151421429491954,7.217699556310095
pre-lola-G,4.502108241706842,4.407678830943363,4.468849171665855,4.390020401625346,4.575182088486374,4.142288360923787,4.277709448912781,4.335225109320265,4.033022732285295,4.2650889419992355
CG32772,5.209008097253325,5.306703190217888,5.271917115130675,5.227113302405039,5.320692318742431,4.980466790598021,5.1205049346273,5.319337731907762,4.926136028692652,4.963222135974481
CG34159,8.215900295578594,8.228483124054296,8.197487254240665,8.177050978167125,8.233523604724194,8.163745345337121,8.173600936215978,8.186225171109815,8.129380871397025,8.137060485437196
CG4768,7.004704177579335,7.039399441193832,7.054932142302709,7.025223282628414,7.036624091401093,7.005131227191926,6.951381043225698,6.8826337811149925,6.992866253050593,7.002864604357173
CG6712,7.226395121183857,7.20060137428214,7.206616578582568,7.207225542293414,7.210132861396682,7.162270001044613,7.202482712841555,7.115585600059242,7.154133011379601,7.1622074831474665
Clk,2.667937611436284,2.935229261169473,2.935254366520835,2.8083263931195273,3.196209942061795,2.0647043351779235,2.5752639202202054,1.012379824174478,1.8240133148407884,2.687299805156586
gro,7.816070839961626,7.8120395808569585,7.830517902467294,7.816829407512977,7.801340933578633,7.750304984331787,7.765829873509871,7.700952355502364,7.735231516546013,7.771965266382174
CG30431,3.8135725199612023,4.2485405130805365,3.9095908636349224,3.924584005097177,3.7140364754591606,3.4649027673028403,3.4167487583473055,2.9189283557251122,3.2952214603253873,3.654620918445178
vnd,5.933973770894744,5.748801621062366,5.896745224518491,5.8400808777056366,5.875004045074158,5.77162166111286,5.7010084957732685,5.6702379944881685,5.77287871739639,5.733564234511895
Sox14,4.861916085563453,5.010180789845619,4.861626951344132,4.954533286924724,4.851385863277601,4.695072384294348,4.702415302809528,4.464240054026151,4.806115702458607,4.72070272094077
Fer3,4.927380166678029,5.062482429060202,4.223615047203196,4.73720509778251,4.637970481668077,4.086064008120756,3.6217870000084207,3.2398542239362698,4.227662771047084,3.890223700455607
Rfx,3.630517529098026,3.553247517269096,2.9945503060237333,3.5891723952576875,3.4251884006490387,2.5684196340715992,3.158532268959526,2.585128980548386,2.6985254881046408,2.4220523438850186
Hr78,4.1942191013493275,4.393568159416247,4.153863324061927,4.218705960844272,4.073150976216151,3.8229575444191104,4.002590215672684,3.632176811330217,3.9364141554690795,3.697947208650471
cbt,5.264799314314684,5.257020090808743,5.198430940733685,5.242487210600165,5.192636255191177,4.894079841754234,4.987826464754418,4.6480038624467905,4.975179109384788,4.705337726527547
pho,7.450325646475251,7.434096527137191,7.427989581486968,7.412262899633659,7.473463661696112,7.345795695514858,7.331878010930553,7.39771163919506,7.394837338877604,7.358020640414553
EcR,5.601947367403837,5.660746752245533,5.680586041392703,5.572195281769633,5.674779003927495,5.081584342340793,5.246791994646659,5.548347629732421,5.349957462045667,5.346165446703938
sim,3.8637617453230417,3.7606634097170493,3.773980480783975,3.434311447852161,3.90388104670894,1.0009045303669577,2.071177721320129,2.8195489747008717,1.0051166410315626,1.813925590985004
eg,5.610517958755582,5.699987548712294,5.775942767204496,5.662359099258646,5.744850364593571,5.102730994086301,5.228371341655265,5.385713185856331,5.189725369835905,5.26106875353889
unpg,6.211291025032171,6.249876282576768,6.319580818619671,6.205746471866488,6.403812879616832,5.699400607294714,5.941868131259026,5.9750302330484955,5.8605287563251816,5.896705157941815
EndoB,4.294541131106641,4.455554805147799,4.198024897183615,4.4251776696188285,4.429585011804765,3.703202865364754,4.09335033009657,4.103846883314493,4.1211148204788035,3.779344904467525
hkb,7.226395121183857,7.209996170772596,7.218487467542736,7.32111630150734,7.150056023776802,6.677413290944656,6.9447207552727654,6.903965241131838,6.83461787282863,6.735000023387471
opa,5.237292737820395,5.238878403126891,5.238904776144472,5.272543622935433,5.280772454474686,5.026674445882657,5.110096506532542,5.120706119771116,5.11975089427346,4.986868291902567
M1BP,8.320981561763183,8.322889502771721,8.329875233155212,8.325818052914347,8.323355922386138,8.274941001709157,8.28672479344959,8.305223401340479,8.288146888399064,8.274365298307728
Taf4,6.923148418466579,6.93032068262663,6.8778322476236875,6.947902260866954,6.939591063996161,6.878839543677596,6.855668651955697,6.88622077382785,6.853082982576741,6.816983656540939
cg,7.549917897321923,7.5261978757007935,7.507460567219294,7.5506725181729495,7.544883455416435,7.391377435028735,7.35097806586945,7.460129802535014,7.378743905556931,7.324742810502141
tgo,6.692327132555069,6.662443939596288,6.649898511747654,6.702861844247419,6.685622720160474,6.61252535087246,6.560395341275551,6.625951128097672,6.5472943622055615,6.507567392804758
E2f2,7.967810128151779,7.924850866015255,7.906831410462268,7.919705104431481,7.9175957686173115,7.8702607241780695,7.831948421079437,7.852203269006791,7.840093846264258,7.823273551275983
ems,6.297549908296075,6.260917102310286,6.2783591799678025,6.245695508868462,6.282207685046051,6.165259673146662,6.165397027680743,6.119868748060726,6.061130077972581,5.942672451813438
Crtc,5.786162517286831,5.822943746768336,5.750658751255144,5.783093543782144,5.8034557678768,5.609021840727378,5.577834257953581,5.588467811027213,5.646692866171119,5.446960089051162
CG15107,7.473771690077949,7.484119557270664,7.460274976568777,7.479960206504881,7.448476738062584,7.396667998373827,7.4176998209836595,7.415795877716879,7.401202886097622,7.34041037160447
CG14442,6.8621905605656766,6.818614687831093,6.823657677916946,6.8671077158704135,6.8558843133423055,6.76846397349836,6.787663653836523,6.784547548673725,6.765169270421751,6.749139265598109
Doc3,5.212190633078018,4.852661598355954,4.843668230937633,5.055107769129919,5.027168996315067,4.383951264215671,4.531282976397454,4.52299901675359,4.300728311300623,3.9246099175018476
CG31365,6.812781278101736,6.757704743237312,6.757062883687711,6.790302108421087,6.8014406571878885,6.68818737307136,6.716794826203966,6.7105265819167945,6.7054902705348445,6.623196086705952
Awh,5.057889069936545,5.044115701194315,4.990844613211465,4.9746763542861725,5.08542039780264,4.646739126014351,4.718021878855954,4.8174549864135985,4.585014955686495,4.518622445982726
scrt,8.947715462903737,8.925633260042728,8.930996475183392,8.928572583409718,8.940262907278983,8.83093314445417,8.83658060939277,8.841695184608257,8.833047224198737,8.801622877210637
hb,7.309345381634725,7.280949681108783,7.204481868209616,7.232150448551776,7.284610495773908,7.019083186671348,7.028025264487261,7.040225476137195,6.99445588316991,6.925229093978852
jigr1,8.154474638480929,8.15690748392217,8.120668564832757,8.14792382098913,8.147805496198687,8.046365370014236,8.055425321400215,8.059471535580382,8.050255810822485,8.001064820795802
slp2,6.661481231100127,6.699946376971359,6.671250498896166,6.732866200349302,6.692027300198111,6.446975325499357,6.522898152041994,6.459560099543416,6.420333607170269,6.3998160822878205
inv,5.516639417091583,5.662745797165934,5.505200409538106,5.5017488666569125,5.549550249341951,5.153720236299583,5.282645564047879,5.110187538258779,5.1402481839992555,5.06548603099366
Dsp1,9.179108392285913,9.16909022910062,9.162382602183753,9.158839434642514,9.173544582328525,9.096970980462029,9.128750754014831,9.09833927740581,9.10034026067273,9.081704877990138
Max,7.9089477774800825,7.911030795494905,7.902162212964608,7.910008023491423,7.939430925866602,7.8523567000233125,7.883565799431522,7.839862264156489,7.835994296184891,7.81915431935351
slou,4.502108241706842,4.462210888823791,4.327509928930071,4.432063196006171,4.632422591596663,3.7447350994165425,3.524513784657227,3.168754768168631,3.22887222256138,3.1462802143002664
Doc1,5.802142542256401,5.626136928603718,5.588163169905178,5.697814534223897,5.748501674977747,5.399315605837791,5.38308378201159,5.201094279314813,5.273047279045738,5.1282784798156795
srp,4.588734368834475,4.7436724563743855,4.681739926746759,4.578604830925302,4.469657374069154,4.195519103183426,4.033767867883262,3.980882527218843,3.9364141554690795,3.890223700455607
ewg,6.330280348407294,6.317481252463079,6.35318069034965,6.300131737837553,6.292837611185322,6.238442367429984,6.2323052862244745,6.249747685329578,6.228136131790705,6.216119392091257
C15,3.406272817082212,3.1289950345628417,3.5532732718544637,3.396379807757007,3.5958163482265246,2.262149330787718,1.0055976416144685,2.2783655759236137,1.4961464492984358,1.4868154395273774
