gene_symbol,Hox_5,Hox_7,Hox_3,Hox_2,Hox_6,Hox_4,Hox_8,Hox_1,Hox_9,Hox_10,No_hox_9,No_hox_6,No_hox_7,No_hox_2,No_hox_3,No_hox_5,No_hox_1,No_hox_10,No_hox_4,No_hox_8
Act87E,6.6708939702081755,6.720365929696379,6.656456085417254,6.694239392677222,6.7768303860792365,6.734138614102523,6.750302535982137,6.68381813427957,6.627053566735013,6.621450302558354,4.55599555115688,5.102412246684822,5.258372190380606,4.611560501204636,5.019194577827177,4.621777958609126,4.976960403808294,4.481527193451188,4.591502119857925,4.625391014292167
ptc,6.337553896054592,6.384652709610686,6.313305620314002,6.3711804803873395,6.322469819221357,6.267640381682788,6.3642709059181195,6.258103603921946,6.242560383478572,6.3380706042736765,5.788195052373676,5.822576196158424,5.925985242590425,5.731291903864028,5.849368401014763,5.839615074785316,5.76383107959226,5.7846720850470374,5.689144194240511,5.77754847670294
htl,4.6407331039172925,4.567109607421494,4.588147184677344,4.701941305377997,4.685452156917642,4.660211249371534,4.5176250757397325,4.394578449102446,4.580356251264922,4.530375674276236,3.2843382079816315,2.962322424455575,3.3605946709313876,3.05710870219364,3.582157565633591,3.3139433420373123,3.2969487172773237,3.386527456178937,3.1471366240876777,3.1468915469046133
bol,5.850728948467428,5.841179941456131,5.884765050489834,5.873060603543326,5.785052278633778,5.880244966181153,5.887676687209312,5.87932671340928,5.831794503145266,5.828080774856559,5.197608241871698,5.312078551257706,5.212099942552192,5.247808840032026,5.342136109578272,5.3012284643037875,5.4077230977680975,5.327790494716786,5.244034760550457,5.322023729034801
sala,9.343685479227563,9.409908390943958,9.327409469742479,9.381749128029483,9.38179402140397,9.300410168161855,9.328105635135667,9.324768689636105,9.242581201379048,9.3391952058539,8.841999730851473,8.84499895948826,8.875451354505065,8.868445189654752,8.935588351576564,8.775853568383589,8.826469363624504,8.917221316451677,8.883380550367116,8.875254359072608
nuf,5.6987147233890925,5.684453314657266,5.624025358841426,5.713064474601417,5.6896927303457705,5.678917199136471,5.598232486674972,5.604919620805356,5.529539256273722,5.714078979648023,4.674610107444115,4.754104238057236,4.87780541959858,4.9134380055809785,4.856483126757224,4.932784041702048,4.671477290662925,4.639486352534683,4.836685877098742,4.822748709762736
LanB1,6.4930533030402575,6.510072987499051,6.461582353928479,6.519364576405707,6.510035508855389,6.498626236058447,6.494455584473009,6.394859860140875,6.448553443435337,6.531672872455321,5.920687087449001,6.0027568539764316,6.00617944428147,5.947188658521497,5.97241288101938,6.043489468366591,5.9698591988748415,5.94206788973823,6.017164591077455,5.920589990967813
lmd,4.9776272232466265,5.045847728244345,5.018843088269735,5.066460213710939,5.060608774603105,5.080953597586654,4.9851175337562195,4.904760388754416,5.10852463705336,4.862866544186743,2.0606430985953414,2.39836666187546,2.811872701835794,2.409912857932622,3.0068236936031605,2.4507749884369465,2.434666718994895,2.5464157811649155,2.798331730757024,2.8973405027750667
jeb,4.868611815293116,5.060513838984275,4.944664844925635,5.001851289563844,5.0192841795503735,5.181662927597364,4.797795057451752,4.819592945407855,4.860951603235582,4.985267875812829,2.7981826737390336,2.773074838645633,3.0015573893316985,2.8841478881592733,3.3037046463729554,2.9265010732095815,3.1595234111443444,2.670103630956601,3.2844909876995745,3.070424566851899
Ama,8.683478338361335,8.75057938503866,8.690115287148,8.700030265460942,8.753876053698336,8.603963788702272,8.674281074878781,8.666615768430631,8.574041849861759,8.702239950372405,7.981522922775159,7.739442047429259,7.798739872649948,7.675986466494382,7.736434628580082,7.665204902742775,7.692110488213007,7.795179242697066,7.715726124364107,7.735129275963403
