gene_names,Hox_2,Hox_10,Hox_1,Hox_13,Hox_14,Hox_7,Hox_11,Hox_15,Hox_3,Hox_9,Hox_4,Hox_12,Hox_8,Hox_5,Hox_6,No_hox_3,No_hox_5,No_hox_14,No_hox_15,No_hox_10,No_hox_7,No_hox_12,No_hox_2,No_hox_4,No_hox_11,No_hox_1,No_hox_13,No_hox_6,No_hox_8,No_hox_9
TC008064,5.009726515424145,5.088407748393726,4.899170082492671,5.149002038486459,4.939255787074197,5.205287722320738,4.975291706979712,4.909399089253769,5.014373431819198,4.65294498712817,4.849302359833756,5.1511377376467875,5.0970699806915585,4.958484349131486,4.906094892797975,4.773531449032545,4.690369207373842,4.592423338838741,4.629035903975126,4.5179744469097995,4.547638366613409,4.814115423857276,4.859590111659665,4.7799414954600765,4.9734441050383955,4.618373751334738,4.851042129489219,4.782390358203593,5.174351668618758,4.874818920975704
crc,6.891500278569537,6.893190515215777,6.888483235770826,6.924217734022794,6.943512283055973,6.858606164782527,6.887361706147072,6.91651881015359,6.865421016871735,6.91162783601749,6.875605729037997,6.892926525029157,6.884677308886286,6.915161265311567,6.873093107095365,6.789840351898713,6.780564394561724,6.844125360750522,6.850069290943591,6.842639373464356,6.805939617614435,6.820792123548138,6.836178693270993,6.83244276733688,6.789239670651679,6.893128232284335,6.8137310043337065,6.903215889755622,6.947240971602825,6.924395324699182
TC001083,2.8031698626163988,3.276757079511287,3.1338733293257834,3.215531764420067,2.8182543050663242,3.2346227916419794,3.179110151594211,2.9429525355065227,3.178449713457124,3.188233690229488,3.307946394653264,3.2341298991698197,3.1926853894087297,3.0802971945959428,3.13009809174956,2.2880375541911078,1.7388888569601049,2.291003787654814,2.2649961496469184,2.9512553617690425,2.5169997798354964,2.899010754398212,3.005469666601951,2.5815016525223005,2.9121779638943477,2.6057323825984735,3.097638690143181,3.1146410805143367,3.273356864993746,3.020062176613067
yps,8.35311585649362,8.38037733338744,8.386828672799805,8.369245948321115,8.370553757292663,8.393273665201674,8.360819908768823,8.357205721256317,8.360128825644349,8.37231163580584,8.384234474766147,8.402492338223345,8.364729456304577,8.37857150540961,8.346862347144883,8.314690469541096,8.258864457146302,8.369759227589876,8.297657049531308,8.253232252423345,8.293891820250236,8.331536756956284,8.379376250299659,8.349982798040644,8.265956149338754,8.332379903457023,8.345978420780584,8.381680359786968,8.328733455220254,8.359846217558756
TC005946,4.057366006848178,3.9682106136356983,3.9409523921074614,4.078943592817694,4.019605360806242,3.9422846294529346,4.008044244802387,3.9541327460046096,3.9231395807297282,4.017390018085248,4.215533007664169,4.11890317964783,4.052064010411959,4.1266373629497615,3.872896184120722,3.3938580940227245,3.288423904523787,3.7659113548229484,3.2082390817324136,3.4882132258924097,3.737881749726817,3.731601649359898,3.869591801347012,3.8241871154332516,3.515092642732428,3.8043038522131396,3.717870961165101,4.042452750258752,3.9473828661689874,3.6885076751585553
en,3.8703709156942327,3.60980175170479,3.335875188023156,3.313422962510802,3.481091706472929,3.449860160350405,3.217481890792913,3.558209613695161,3.4368653224601013,3.5598165691771,3.307946394653264,3.1573646869015057,3.2666002061218635,3.4494984149056185,3.5208848280137035,3.1415170912758184,3.521558265875885,2.291003787654814,2.46715496664961,2.9512553617690425,3.2604399761834006,3.6788643454953225,3.3578416571386525,2.5815016525223005,2.271962087616858,2.2365264101728357,3.4211253484209285,3.438348061610954,2.9982220976861202,3.020062176613067
cwo,2.6158798251429314,2.8018991318798845,2.463659913665283,2.8214978316547743,2.791787977026818,2.3997218050966973,2.5077870397540822,2.726888957058836,2.8290668755239667,2.723397048011661,2.6822823633538206,2.4668574495001785,2.880023513915039,2.717193851473101,2.756375005712716,2.0336178983314896,2.3400766918906184,2.0364872296483396,1.6706353130474494,2.8251639440381524,2.0585776988894633,2.259477966934283,2.624460798317621,2.414198808761515,1.6769480723662928,2.438072620782304,2.885720820237779,2.7768135900446134,2.449560498013515,1.6736666273748964
TC001726,2.580947222659022,2.7450607510661356,3.11331338911018,3.3882617267804616,2.8936933484759075,2.612570487739092,3.3577476044647945,2.893153933010864,3.19671174712924,3.3165961647993356,3.0213871079459222,3.1771154808763815,2.7692326562697107,2.687573849372321,2.8970451446679526,2.49067929490505,2.85753615010508,3.044090141735717,2.63523799358011,2.6808479009667643,2.685779835331433,2.461519432452304,1.6612161629246978,2.213168685320701,1.1551825292881084,1.1282325219542122,2.2468861871719086,2.7768135900446134,2.6173889484486614,2.47057132355321
CG12605,4.801457449593264,4.751033315440928,4.761220935238931,4.806403570967684,4.823149332686642,4.870530871099281,4.908181271559205,4.782725506461619,4.738630170086767,4.826858362709279,4.894495552560408,4.822924534026469,4.856017731890456,4.568817772378768,4.916599090304237,4.633166049214068,4.752985708327351,4.699019970200832,4.563743453415897,4.440897198309545,4.78306684894436,4.622936736485344,4.482404336313432,4.361494113986136,4.34524722341785,4.638791613514173,4.834367548552348,4.81781450450572,4.609984523709985,4.589679106545607
TC030885,6.2715590338333325,6.267543635679648,6.291177042433609,6.295472022476696,6.256796138637676,6.307407503658652,6.349025477082556,6.305410668506205,6.283254027715498,6.257457609454291,6.26398696950783,6.23583155742072,6.267946525789807,6.229991534610827,6.267163549329019,6.285555628024773,6.2615839048932,6.233739811791548,6.084562489755575,6.249403031643565,6.25905450313388,6.257895211038666,6.20190700108832,6.238474226859235,6.212574124067219,6.159904577021926,6.256098701072993,6.148681878555554,6.232440604675858,6.255369460213672
slou,3.8201744213995648,4.3320964413051195,3.8752873889114126,3.8064257260648637,3.839302511389069,4.140962355129584,3.851226385757977,3.65808040640087,3.9143490831589958,3.7987363429384624,3.7972616252420055,3.888359087156612,4.060151987492999,3.964449819845683,3.882738517871873,3.7626872385793857,3.8693276687477742,3.468762333974348,3.44070030860572,3.83567927207429,4.019594925304731,3.781696503981088,3.105866333412221,3.7310581728615153,3.4482221636025683,2.986273098780066,3.4211253484209285,3.6268201239014077,4.1332908382634,3.791364128647769
TC007831,5.182007392085184,5.1666786992929605,5.310261197383121,5.185516527588007,5.232959679739454,5.198089914792773,5.389236603787374,5.367644101647192,5.312100157771983,5.129527894513203,5.3221430161434045,5.236986601718554,5.223025436690051,5.219226475942831,5.145921476016277,4.773531449032545,4.903005291666142,5.06705454435625,5.065864033401818,5.230209951951053,5.146741055118951,5.112759718178924,5.12016346693499,5.074052044481249,5.396509231609146,5.1375931552762,4.7826076894515115,5.2029780845488665,5.099757415466735,5.209106923350432
CG11617,2.9362404813379825,2.439647386821553,2.9561807951815875,2.4203632315221726,2.9638383836376216,2.9137778324625336,2.6828866990598814,2.5273569870923747,2.7186402085291355,3.1684732977685366,2.82661257317667,2.5434278274376596,2.610879689017041,2.7739250290521724,3.150673789520846,0.0,2.0839967213828334,2.291003787654814,1.6706353130474494,2.5121343427504526,2.5169997798354964,1.145661874059995,0.0,1.9612891805016854,2.4742681033631615,2.7492771564504705,2.4486573821883706,2.262818546188784,2.449560498013515,2.0145725571860207
kn,6.874168233640623,6.7057939265595055,6.820481435107161,6.798597492015209,6.66050227447765,6.866355330996774,6.9719270751996,6.592425511827895,6.765495952954483,6.667123188689393,6.913776495921911,6.630485992381395,6.748694361432821,6.793107743564152,6.710959527659598,6.39853733894404,6.725820135387567,6.720838454410988,6.409078719122961,6.7137416126027425,6.983440540107002,6.399370249214494,6.268746407949347,6.445995946282669,6.723469728713178,6.322548173684177,6.440802459379566,6.471975783095803,6.653758430605727,6.816537516395873
E5,5.458996644511759,5.340223045371649,5.667531623346763,5.3278708199832385,5.5655645012358095,5.602514753031343,5.6535159274668425,5.737239023667095,5.504099946127933,5.525486473857787,5.698218688353927,5.527076123344057,5.771273582830131,5.712918352630483,5.4595024314489065,5.077673175284814,5.556850843767539,5.3977108402055665,5.2850154927628,5.7117852991874125,5.518784281255493,5.211038855990863,5.06784265676869,5.301032938640329,5.345972939566777,5.185518898663872,4.7826076894515115,5.249248061651076,5.3794290256070525,5.266619337320861
Hexim,5.622775614131975,5.600134755266713,5.565600091770936,5.593892496850951,5.5503816664306225,5.556476354344332,5.567571314519361,5.581643898926206,5.509488277912538,5.502545651111994,5.594075201982459,5.57798394229114,5.534260180781149,5.502557671546111,5.566864021052129,5.35337342691612,5.4619266810390705,5.653595094646689,5.609029414621885,5.495068195461122,5.41285395935179,5.278887304852234,5.471206896895826,5.406909996769864,5.386604223477198,5.4776412697163,5.506505333649441,5.582600165430133,5.298143296664567,5.666623228500281
sens-2,4.057366006848178,4.034792622059623,4.1960126221576015,3.4443447882193374,3.595449572177932,3.694094007937369,3.8208067416165097,3.8017037553114275,3.6420288362998985,4.107167142338761,4.015908659284563,3.9073832700093143,3.634922288277788,3.663440965615633,3.852916046284299,3.04094699253053,3.588578970767035,3.713129224577063,3.8809652961704333,3.6179178784960633,3.344248603863187,3.202329339824245,3.4962903214201373,3.9878761325079477,3.1243905467005635,3.47670203612676,3.767949236822888,3.505197457629028,3.666115230462151,3.8390792008482464
lmd,2.831238363728878,2.8815231802264543,3.11331338911018,2.742178178876551,2.6163410995144036,3.1067006455580755,3.217481890792913,3.0790005837529915,3.266597048184924,3.4148620922329536,3.085645050811,3.5211997591217066,2.380339372480508,2.717193851473101,3.0432808627838743,1.1674834147084137,2.0839967213828334,2.0364872296483396,2.011338761238517,2.9512553617690425,2.685779835331433,2.259477966934283,2.4565309477633046,2.850087470824311,2.271962087616858,2.438072620782304,2.4486573821883706,2.464931132541074,1.9946938971663684,3.1205309286647362
Kr,5.3447388395526225,5.470968743867671,5.464035818845609,5.354465875574164,5.341284359546316,5.292240250819507,5.543960815543245,5.384695900919505,5.379599320908072,5.292422512112955,5.525950731188286,5.963074750409365,5.387503593730966,5.332146046684058,5.3706684149787876,4.469830097227296,4.953927305261951,5.1476889853233825,5.065864033401818,4.85132435633177,4.973495308694136,4.831367253390271,4.923643911502894,5.086711864400445,5.031889139661725,5.242366317951724,5.1733687736957155,4.8687034953563515,4.588694642313819,5.220877066534485
scrt,6.354114880216258,6.434172969641201,6.3947058013478655,6.41767962146211,6.436698395892262,6.420654332818068,6.4452966171072354,6.364242989338183,6.346487228772611,6.395624611378034,6.398791862985545,6.452133021487296,6.515387991446312,6.390429128177797,6.442981036666627,6.3140184228618415,6.248065700641823,6.352756822680371,6.2178091217584015,6.399517496243045,6.412308851088753,6.286241056483889,6.435819854597007,6.493324716582615,6.242624480955609,6.3187884658196225,6.247951117496238,6.410199066071053,6.285090214513567,6.376629689312495
Axud1,4.733602210119064,4.735172363732367,4.808078888680879,4.635431343817379,4.750200426197042,4.7649087379230375,4.692065462941347,4.782725506461619,4.862307186628972,4.634688636866222,4.866926886928604,4.663815957877065,4.7687224881547685,4.725411109900973,4.746121140731297,4.735396504873257,4.64633478020602,4.498125474904259,4.60774194075449,4.698475831141385,4.239139961983665,4.53490268464371,4.983840642854295,4.745150005344888,4.4521298404793574,4.361020334499038,4.31761595962792,4.726784002921417,4.28999539117493,4.907362375488016
NfI,3.722936567644513,3.420551960587853,3.6353761240038254,3.630428214537772,3.5335379411416765,3.284804416460856,3.6158440455905003,3.558209613695161,3.751715786259485,3.809306379939995,3.530415668911189,3.7101249499918696,3.634922288277788,3.580811207956957,3.5486248038047976,2.9291198865168306,2.9838654150764694,3.1446753097897453,3.016512213095071,3.2553499349709547,2.9562730182698838,3.5015804057131463,3.197096774899341,3.451333509649486,2.7863818924975994,2.7492771564504705,3.2724058335396804,3.366707634714697,3.273356864993746,3.211820880869266
bin,3.850593641013604,3.597409553088437,3.4459800244781196,3.607528585522164,3.507658610350467,3.638397464776487,3.097645309321238,2.9429525355065227,3.569934154289909,3.2815711781088166,3.1653639164707648,3.2524345259283898,3.2666002061218635,3.31448939400945,3.150673789520846,2.0336178983314896,2.9838654150764694,2.6621655865555875,2.63523799358011,3.063213237196776,2.9562730182698838,3.1110776497429082,3.105866333412221,3.152641118905159,2.271962087616858,2.438072620782304,1.9938399518087513,2.902535001157955,2.247770214522375,3.020062176613067
Pdp1,4.015910827783647,4.08962363359446,4.1746807532888335,4.034604021949017,4.179032692565145,3.950702514659817,3.8710039296009398,4.182265033257252,4.061843189237081,4.167742204977421,4.167480793647752,4.055955939407793,4.084030680831882,4.02937426167801,4.177489529549436,3.3938580940227245,4.126863588294029,4.073317663124982,3.5702183788631157,4.1659647902826125,3.623069855055995,3.781696503981088,3.9949180062771656,4.160772150643761,3.932136661226824,3.0865733124077,3.767949236822888,3.8785852853074725,3.273356864993746,3.928178496465224
Lim3,4.812968170894642,4.793396710502125,5.262986713125906,5.066340560103185,4.948607882441827,4.829610778030194,5.111606987024528,5.003419737233731,4.999569747954907,5.0894203074116,5.116140444362212,5.0895164634363415,5.019912653018384,4.884439256717974,5.043971444790626,4.611403206349452,5.264407218490819,4.7953403821171365,4.9351744092308225,4.612292216045036,4.639786818186831,4.643785460081482,4.736561007472795,5.193968754940166,4.615434624350286,4.277588667556447,4.650271886586251,5.049743678158928,4.609984523709985,4.713646697832213
CG13982,3.8201744213995648,3.915193243036664,3.8849362492297175,4.071688850522726,3.8203060738437964,3.9590501301859677,3.8411889714378624,3.8119423959283134,3.8599187843254397,4.000164239698831,3.903433499762119,3.9887785794321755,3.984891425831967,4.044967485689315,3.94904896401101,3.5324717015669447,3.651388649796954,3.7659113548229484,4.044840348346815,3.785521473307856,3.840858980255838,3.8294011265222565,3.7763661359842193,3.513888606884248,3.8430299755577684,3.706562354203581,3.6651520315336357,3.8785852853074725,3.551524049494587,3.5738459252429586
Dbx,4.582289961020135,4.390185803785409,4.633463874654105,4.647785239058023,4.707687871705848,4.783305448503903,4.813609410039468,4.473159795023996,4.556509890855829,4.958436211564498,4.824094230186815,4.463766653554784,4.7115969649878044,4.591467418494123,4.49374726159297,4.031535395313948,4.126863588294029,4.67859033574441,4.540996300421315,3.8834409708751143,4.76381287293719,4.0758766169298575,4.297517835569162,4.5285836902575,4.548683655045084,4.186557293221975,4.565963406585617,4.183210268709576,4.025939457818477,4.009984505904677
cbt,4.610710455916965,4.844841397252149,4.852839103456424,4.680001734071008,4.616823650733466,4.779653081918016,4.629858590018218,4.731263657660944,4.719079964783846,4.688487236503854,4.69170986909491,4.585662877454238,4.5912601783410185,4.767601194892966,4.641725195179478,4.36292414422934,3.9627385553202217,4.8314126903947034,4.563743453415897,4.357379154679148,4.682860792144655,4.760498900824285,4.380971727382122,4.612859807519004,4.316641034462928,4.53225913869478,4.543726883147808,4.605336001645034,3.9874323559880707,4.497579033592404
TC034819,5.607380944005042,5.7556796318458785,5.6803700064529234,5.707900549004915,5.700081939815572,5.7895668534731355,5.682732710092068,5.74611258912772,5.680321720363504,5.6857989037713645,5.7544296350483375,5.727532289178757,5.665450655795506,5.7529658377010255,5.730808193563508,5.594269735727794,5.201829210600048,5.71401352499104,5.776127973272158,5.566885745837057,5.686626792787594,5.554286740632659,5.666203433829466,5.597582170820712,5.499442343000386,5.638658669098394,5.588874753760143,5.5069112750462725,5.524515495048194,5.580607020993874
HLH4C,4.911004211862611,5.3808532294521445,4.933403590521018,5.31325194293208,4.932972110829909,4.953833522430345,5.100215009574615,5.168486674013327,5.060324210401836,5.436601913898648,5.091325473587899,5.306788102133535,5.433427167409644,5.18765232734336,5.129166115870065,4.735396504873257,4.331473355872607,4.8135391788662485,5.024170160239825,4.677616214875335,5.034640046389353,4.703843968279515,5.19384455898174,5.37912814811348,4.159874495756717,4.186557293221975,4.629851725444368,4.042452750258752,3.9473828661689874,4.3126575574589685
TC001789,3.0755815316032504,3.390336795771045,3.4157388268488287,3.180649460522818,3.185689206923096,3.2516313396017154,2.936852675328685,3.179749963240651,3.1215730579278267,3.263587646480036,3.064681196423736,3.0522978426598977,3.430522690574657,3.1394120555293945,2.756375005712716,2.9291198865168306,2.3400766918906184,2.493706876281756,3.116963525933131,2.9512553617690425,2.9562730182698838,2.899010754398212,2.624460798317621,2.850087470824311,2.4742681033631615,2.2365264101728357,2.997282930133519,3.205907236236042,1.9946938971663684,2.47057132355321
TC032433,6.0751436863288975,6.05046802917922,6.107320292379404,6.067262148081676,5.898545330693876,5.982869023804387,5.959102105037258,6.030044071965976,6.0714607080538014,6.017148310773741,6.0369911545072945,6.1013989792974455,6.033478539745997,5.980233026301939,6.0068104515683824,5.94487029782698,5.979000632978671,5.9539443318490175,5.913446224005742,5.991111936977528,5.944036295414334,6.0685388019532045,5.866244662090543,5.718303539481945,5.994277884375298,5.97091866303144,6.059452713521358,6.057256532783396,5.983466969466952,5.869387375418421
