gene_names,Hox_5,Hox_3,Hox_1,Hox_2,Hox_4,No_hox_2,No_hox_3,No_hox_1,No_hox_4,No_hox_5
oc,6.1849540725670344,6.064844677420017,6.013438394178554,6.078498626189322,6.061615493327277,6.923168228578182,6.84984541518889,6.889784300151053,6.7650417916046,6.859762542189555
toy,6.7422171837338425,6.650154571473752,6.580438076872414,6.529556306439839,6.495488266069447,7.4323950599824355,7.23140536086931,7.272351152653983,7.230605206321589,7.249657851042086
erm,3.5152699287595035,3.7363560474075674,3.7370725756971046,3.77798349247192,3.488668828282392,5.260086140854775,4.853688535528028,4.7628423129621265,4.8596624413736675,5.075604058193685
Optix,5.095091418684767,5.326537074598007,4.991833008976485,5.1651257100696215,4.990532798574318,6.481436739670996,6.179167290870807,6.188704391010712,6.092515634450401,6.116355653584426
disco,5.443229162809503,5.589519161796282,5.516295950627635,5.721922348960076,5.586231937711891,6.036984549173105,6.164945011539021,6.069491171504854,5.9135324433548195,5.988139360324647
croc,3.338878707563295,3.4115701305068176,3.1304527691307764,3.3633395837579125,3.5293771088634007,3.9499031750553124,4.41617950884384,4.685067703357396,4.1063440501764115,4.095722230847154
dac,7.145861425233868,7.154663627231137,7.098177672731182,7.017076201420785,7.0523005438513735,7.428771827646047,7.499402396522254,7.592411749970052,7.292004598557103,7.469100885760251
Polr2L,6.642201652103052,6.624545746064638,6.642424019960286,6.671893269093223,6.626859646561688,6.783453688122395,6.761835739447566,6.679632279485993,6.808373120971762,6.719204004721684
run,6.629714177065196,6.570620881319956,6.59518526465335,6.589438288076809,6.624454650599029,6.854675437005308,6.827943543385862,6.709448293722695,6.881054964298857,6.828278375195172
dsf,4.0463354350204295,3.75829896687132,3.42751307712213,4.384009991165466,3.785980767999234,4.5508388364146874,5.279959657839767,4.4591734615303755,5.1939170492799995,5.1703461392459324
Fer1,4.634273880266576,4.558627294754081,4.127082340456979,4.6001452461756065,4.488317314833181,5.460774410618312,5.560559204113526,5.080667016693521,5.295162480869497,5.389763594382854
