gene_names,Nbs_type,Hox_7,Hox_9,Hox_10,Hox_4,Hox_6,Hox_2,Hox_3,Hox_5,Hox_1,Hox_8,No_hox_3,No_hox_2,No_hox_10,No_hox_6,No_hox_4,No_hox_8,No_hox_5,No_hox_7,No_hox_1,No_hox_9
TC005661,VNC,5.75932748896701,5.47004039773056,5.71512619414634,5.84121352484864,5.69706886148493,5.66737510706588,5.46571253077522,5.52775110351922,5.61028065209303,5.61292034257524,5.5843071900287,5.23833146477887,5.16551712954018,5.49482304990189,5.36402286165499,5.62380144441,5.58448566199106,5.39358386949115,5.49914380362096,5.35528297174217
Dr,VNC,5.14257744216707,5.09278310114435,5.00429260538514,5.1289356995839,4.96990627766922,5.036169743453,5.243137067817,5.07908583957641,5.09312081491224,5.15801010197614,4.69871949473357,4.70925601151555,4.56412846479645,4.86980243115154,4.45473063253047,4.94918912033023,4.9602091695683,4.82967129141029,5.07130278134264,4.9863390293143
simj,VNC,6.57345545733598,6.56457491899447,6.56032606147315,6.53563899689957,6.57441154626276,6.54328111116393,6.58028833620099,6.55613194290094,6.53971788093975,6.56541055821232,6.44757655834837,6.51482043194467,6.37836620225739,6.55683872112435,6.49224823287133,6.48829737917088,6.49852044254196,6.46132771445986,6.59825213005991,6.57571885719142
sqz,VNC,7.12065175687797,7.07989564316546,7.03664697465246,7.12384177088836,7.18719514452709,6.84947259465918,7.10610552020949,7.14687347152971,7.09806563245066,7.0845234052698,6.85729306165093,7.01107113229084,6.59500567129846,7.10096916365937,6.86888200697285,6.73004184248437,6.90235408993404,6.86744771722452,7.13210394308082,6.89912033980521
en,VNC,3.18904919577407,3.90303738916108,3.91601655856595,3.90989649894288,4.06240614147546,3.97040370281265,3.81564407388486,3.93408778821828,3.57043767978375,3.93751567862233,3.785761795995,2.9615683521578,2.94922857898762,3.86000212996493,3.27751794529453,3.33846787527995,3.54731332024825,3.33547041415908,3.71810895312412,3.48457550412155
CG34367,VNC,3.34536728434208,3.29859657912476,2.993621437119,3.3904089615353,3.56298692686147,3.53152930922228,3.49398336600917,3.69988751843118,3.20958788848108,3.31480701238342,3.48845161639924,2.58164316126341,1.18215734355282,3.14512627411242,2.62139846749861,2.98639388812729,2.04691604587943,2.8215830500918,2.72020586252162,3.18551040969669
aop,VNC,5.68932638192159,5.73318008703579,5.62814395291225,5.64572793275621,5.63866396562152,5.67663113975408,5.63286837828875,5.58857588444037,5.65049646455573,5.59439153915465,5.64220274625989,5.36984570364021,5.32069624413497,5.76260852007891,5.42202671391891,5.5453164972236,5.44907682006527,5.48192595892463,5.45969991538719,5.49442866347451
hkb,VNC,5.88106767967184,5.83676021316931,5.58841779810714,5.7512334140193,5.78367273161141,5.67663113975408,5.85330639093042,5.83499733658218,5.79007402252234,5.79824499584235,5.69692905570831,5.46903403899934,5.32069624413497,5.71047775288679,5.48570170829547,5.55344805364427,5.48701589551352,5.40379398436744,5.63457935480369,5.43189408997388
vvl,VNC,6.13006091717148,6.05721738359723,6.08823060781359,6.05001482170764,6.06494054147793,5.98924790129747,5.93118542311842,5.91450196633869,5.98844080699792,6.02879675785232,5.81855841598875,5.95556140358234,5.75363543662209,6.07615253044095,5.88091974848465,5.70356635285522,5.94256573851962,5.95271746357618,5.91288021249294,5.88396450980127
eg,VNC,5.3446079209327,5.21965824748789,5.23334483122214,5.38971770430204,5.4357108267984,5.25039887670049,5.33640955483126,5.19102431089903,5.16225503656086,5.18908561022712,4.95259434776985,4.79704543239569,5.11248398259369,5.05342817021691,4.88885258430394,4.77123973562713,4.89508712743247,5.47248684568447,5.15655377905694,5.14566922251042
