gene_names,Nbs_type,Hox_7,Hox_9,Hox_10,Hox_4,Hox_6,Hox_2,Hox_3,Hox_5,Hox_1,Hox_8,No_hox_3,No_hox_2,No_hox_10,No_hox_6,No_hox_4,No_hox_8,No_hox_5,No_hox_7,No_hox_1,No_hox_9
hth,VNC,7.99226178583758,8.06331773791674,8.03614464831323,8.01912799188015,8.03893763426809,8.03038880047195,7.90598206271939,7.98116334702087,8.01408275583878,7.99385084536329,7.81819472696556,7.81165187361638,7.87167954282298,7.88746106995334,7.73094684269587,7.88767434650132,7.80895409355967,7.87431496511629,7.87909660098557,7.93490429248292
Kr,VNC,5.91856306936369,5.92462133022358,5.81553327155087,5.66546129145755,5.87241812539517,5.90123838023693,5.9397464714033,5.84040893447897,5.79007402252234,5.76869398360978,5.40782874103201,5.23833146477887,5.54727871989975,5.35235400406715,5.65550379088956,5.25348459018051,5.07896398419949,5.38326843188752,5.27218102308814,5.55328175510291
mirr,VNC,6.45592666842181,6.60188747407538,6.4666255741034,6.50867810044386,6.55249199297669,6.60461814736977,6.51258561619311,6.55876672146859,6.48443420883448,6.5240032319558,6.24526135568683,6.26994182954452,6.27745069617153,6.22665378883563,6.33566301600481,6.41577279515563,6.2841762953773,6.27152911477618,6.27384894545581,6.06582200439239
nau,VNC,3.81219766666739,3.99816248665536,3.88867139332544,4.07458914504807,3.88195188537993,3.95334288455704,3.8749723543369,3.83891832916116,3.81547835066707,3.86353610251064,3.55540586892703,3.23623161888275,3.06117460154944,2.71744984880168,3.10271242583453,3.41003753627632,2.67331825745137,3.05958443889242,3.20433377501132,2.6132582912155
HGTX,VNC,5.4301315042567,5.44512173754325,5.31870601588149,5.41722526961696,5.42167378073214,5.48419473337721,5.45982625825578,5.44110101745839,5.57008970671764,5.40804523754257,4.73917714564428,5.21647053127616,5.11248398259369,4.9152682567127,5.07790025027814,4.90371183324115,5.18510124367415,5.04031730687174,4.97810097421764,5.19359718910384
TC000916,VNC,5.4301315042567,5.55005042853859,5.27115513883792,5.21684536615611,5.41559705707765,5.29411107220661,5.40314949596807,5.44911460287878,5.4465723807901,5.26516095481473,4.77806142375665,5.02189855240849,4.86676451818838,4.80577543792497,4.54898357634569,4.93425864863766,5.00641043162963,4.91601668443719,5.04119046677949,4.92704005247617
Dr,VNC,6.11000392871911,6.06036955929984,5.91897926079837,5.99767824650207,6.02487839467708,6.08351280915286,6.04593937884914,5.99856942009809,6.02920747990399,5.94260458677327,5.47652281055887,5.66345606485973,5.67921970950227,5.34273808226273,5.25918243661548,5.49508764251406,5.77598886455642,5.62196201533099,5.51829725257055,5.71153616378469
Kah,VNC,4.41469707971683,4.76971980250182,4.72686962578735,4.63946437051085,4.68559069964796,4.61489185559639,4.5673422190833,4.58004458254835,4.50253267650897,4.63870943796597,3.88368181411158,3.94954684795,3.97052319713941,3.77103481335445,3.49308854038308,3.08669471449742,4.04655129889375,3.67325196095424,4.05584262609345,3.48457550412155
gsb,VNC,5.57158039123475,5.55179646952986,5.68338783442283,5.6050531180706,5.61896499567442,5.49161274521161,5.50597392964259,5.49969378919617,5.36817648876894,5.4980926258025,5.24251142668864,5.11171277257331,5.07077779769207,4.95875652638305,4.88885258430394,4.71665927034324,5.29241737884258,5.04031730687174,5.1005347879564,5.22809345647535
vnd,VNC,6.01105990724916,6.00205182951618,5.89067718357988,5.97762158398064,6.02818714115985,6.0026375137681,6.02491304076913,6.03698549465597,5.97485409999692,6.02989724658456,5.52285263299538,5.61271725287426,5.36397327705075,5.66252171398369,5.56202906274449,5.56951544843435,5.58448566199106,5.83452580729439,5.61754650885021,5.7390341138682
Mef2,VNC,5.48837867314434,5.60611850611765,5.62489305636552,5.45410509379829,5.50680049653747,5.55079837631399,5.40730610729273,5.52034578816058,5.32545592428096,5.54740081994103,4.9995210999409,5.15963126931625,5.19101498997693,5.11595244422684,5.03733792966426,5.16196959000204,4.97584796645535,4.99549552058258,5.02578730711079,5.18182882450192
inv,VNC,6.27406259293097,6.33718093299915,6.36400672512574,6.5390435404812,6.34055982089766,6.3711359686336,6.33001156526539,6.3005031623143,6.27830502586614,6.39450797536411,5.920922587883,6.00698898423453,6.01139575742001,5.96846649083486,5.8749663012144,5.90489785504816,5.99990615470303,6.11982304909442,6.02751651695192,5.82351385580503
Gsb-n,VNC,6.65363580100686,6.64255747821514,6.68283877942393,6.68548073442541,6.68877442503371,6.6479810476259,6.71067311123156,6.5711879824827,6.46017345222911,6.56218617865423,6.18173098278494,6.10707671797808,6.16043305620475,6.18591412647336,6.09395673995842,5.93851854167004,6.13033649939309,6.18236057243805,6.1853875610434,6.13204801684933
Dfd,VNC,4.52435751996429,4.69450364650225,4.57618689435232,4.21595471607703,4.58824994999428,4.6876572808106,4.36577638182172,4.53129130044266,4.56513440655418,4.37171964705087,0,0,0,0,0,0,0,0,0,0
pb,VNC,4.51939945744948,4.61761640631405,4.39870034883655,4.4050447075409,4.299310214808,4.73993458390207,4.50796640674462,4.34512034405499,4.52221546419502,4.50655854480365,0,0,0,0,0,0,0,0,0,0
Scr,VNC,5.57504544558237,5.76045224517084,5.55755196761301,5.61537797423105,5.63703712528259,5.66582407112591,5.55367522954607,5.52220226447027,5.58535122916874,5.48868853219717,0,0,0,0,0,0,0,0,0,0
Abd-B,VNC,5.52903527230004,5.47946155326371,5.57993908179227,5.51837616016629,5.48429343914282,5.56463390973137,5.65253592454441,5.76766536592505,5.6086378867579,5.62618341638397,0,0,0,0,0,0,0,0,0,0
Antp,VNC,7.27416004552058,7.24168247520834,7.2086507920581,7.25066890928374,7.21176817809001,7.24342962751737,7.23444729555334,7.24988737823856,7.20586161486396,7.20663106628406,0,0,0,0,0,0,0,0,0,0
abd-A,VNC,6.81663760917885,6.77159341107171,6.90674899326443,6.82551372252806,6.74139807336089,6.85137172259109,6.84489702685736,6.81908126832408,6.82086147956743,6.78168175866237,0,0,0,0,0,0,0,0,0,0
Ubx,VNC,7.41520568385569,7.30740291529085,7.45496252047488,7.38386129237165,7.4315219437024,7.41337721147684,7.37838583126059,7.41200306534328,7.43905823158232,7.3415522458099,0,0,0,0,0,0,0,0,0,0
TC034050,brain,3.43746802239265,3.45221485621423,3.10075477468927,3.40612586864096,3.53673477500645,3.61938151470469,3.30930347247758,3.52477990163188,3.66663119701627,3.49660986088837,3.48845161639924,3.77885597020493,3.97052319713941,4.01721872053705,3.49308854038308,3.84993537122184,3.66908224850547,3.61421319076172,3.20433377501132,3.81224719397121
Ets96B,brain,2.16963809639134,1.85547702302624,2.30533501307991,1.96174461328783,2.22185346690678,1.85315607418399,2.92194426732386,2.76310875345673,1.52339078801453,2.27074665058765,1.71083916017574,2.58164316126341,3.48613994803149,3.22854273996575,4.2344887299669,2.43818872221786,3.61005009939025,2.30563360156788,2.72020586252162,1.6514389099053
ac,brain,5.37675179365232,5.56737514725941,5.41758505773203,5.4700694480538,5.59378272339754,5.5525383226472,5.47350738164744,5.44911460287878,5.46761653363523,5.60622225110405,5.69692905570831,5.59015838640334,5.58193156042025,5.29322056115968,5.86897719802819,5.63132150014003,5.74770740458343,5.5717182581563,5.56463485726504,5.63176905043521
fd59A,brain,3.36131859523928,3.71384147939841,3.39746102840294,3.32494812801437,3.22749159169285,3.7435115347441,3.56188716811624,3.43920283088158,3.50525088159058,3.53732808145601,3.33937937541162,4.79704543239569,3.8335867933465,3.37701803286983,4.32285835573072,4.15439917260313,4.64830368045935,3.83195455409158,2.86490325842943,3.48457550412155
TC000383,brain,5.79881416397275,5.76469118981223,5.75736248173762,5.79509194636691,5.744968687744,5.80337726709656,5.8071126839699,5.80469845775901,5.79007402252234,5.80377608076014,5.95675990825023,6.01696457484514,5.7245302399158,5.7814775988048,5.77454991193589,5.80929036625115,6.02738874048465,5.98731442324659,5.78338012164853,5.85419589846526
tup,brain,6.16517989623445,6.14095889447542,6.15461029948804,5.9547187262494,6.06281556807804,6.11371957448242,6.04374678467687,6.23540550258773,6.13853001438769,6.26241452939839,6.30499559011904,6.51179919987222,6.22513801649997,5.99397873050307,6.24915504581456,6.24059091384064,6.48831435751445,6.25432016584289,6.26039118247664,6.13204801684933
Hr51,brain,2.65530418568638,1.30762283323668,2.05035417428466,1.34045863160587,1.53800513096441,2.2049595781512,2.18194860762324,1.95053107881099,0.852459420186441,1.4351649042875,2.68107696056963,2.41433820825034,1.18215734355282,2.84269160722929,2.76510896326235,3.70668643979671,3.15614646189452,2.8215830500918,3.45728791853643,2.6132582912155
Awh,brain,4.76884316414765,4.78109543749939,4.87171919455536,4.75920039930231,5.06660323416631,4.71614569796524,4.80936669014791,4.66222444317813,4.72842570793807,4.83842530422977,4.65655575547247,4.93792264230977,4.65419383618851,4.88518853561678,5.09106346073085,5.02067019630061,5.12009674864994,5.02559880887677,5.23510451073545,5.00063018164094
Prdm13,brain,1.93591493837064,2.67324271595086,2.64546026674043,2.19636351226949,2.48205950873371,2.4258216439834,2.23281943643478,2.4572566783829,2.15454661167061,2.22239832691403,1.71083916017574,3.51403713886248,0,3.30553347307054,3.27751794529453,2.98639388812729,3.15614646189452,3.16024320020902,3.10347266980708,2.24378529412151
TC032830,brain,6.37768567864547,6.33319598883633,6.27884652863535,6.42237527462334,6.39923048742488,6.29550696474752,6.32339538807833,6.29023046279803,6.20679804699185,6.14115908813168,6.52028773593888,6.35840017159282,6.64033856808687,6.27724922275023,6.42566134524414,6.37387868883448,6.53507606146779,6.24121627670722,6.46767226464865,6.3529236960854
Hsf,brain,6.62439206825127,6.60554328539217,6.64246922408084,6.63736929859436,6.60641551040201,6.59852884942541,6.6485038417036,6.56858577112455,6.58840837882335,6.61318271848659,6.62483268372522,6.74787512814968,6.75468752211072,6.647312584839,6.65260500442641,6.60237134175263,6.62549582093763,6.68768161012991,6.68461283133562,6.66016322772954
mRpS26,brain,4.41469707971683,4.35510701247072,4.32383036723525,4.26997553730202,4.4051739853814,4.2743809640114,4.44484132028246,4.43705721783453,4.30542237738979,4.38320166856419,4.49317952417166,4.61301137927231,4.73681342797767,4.62508901430111,4.37771108916814,4.38747822304822,4.45926279988192,4.35362096929108,4.53466627598632,4.54029568405192
Hmx,brain,3.62419848639229,3.13673493249683,3.84136579429979,3.65352700250834,3.43901255529143,3.76451397828875,3.8749723543369,3.32912405291445,3.57043767978375,3.53732808145601,4.0146380272459,4.22249772419837,4.19841436961264,4.01721872053705,4.32285835573072,4.18668256984612,4.08509937961408,2.94764767841379,4.42767828144939,4.05863875511594
prtp,brain,6.07390607824078,6.03701949544471,6.01272027896906,6.04334165777432,5.98888664431475,6.07220431512035,6.0622323657831,6.06647471926441,5.98280209584801,6.0386578277212,6.24964846000272,6.25048528493072,6.26891975720179,6.13034308525174,6.21998271349233,6.07240916563032,5.9773629836904,6.05311214010088,6.26039118247664,6.09948314605347
acj6,brain,4.39237374027753,4.31985576871358,4.3357200220535,4.3023142220811,4.12340595484009,4.11211588109047,4.35988228851387,4.29577482788484,4.33523443291718,4.48616915567418,4.69871949473357,4.84624290190129,4.90098970316946,4.85417589027869,4.65553427487064,4.80603894818458,4.04655129889375,4.08930614736871,4.74029164760672,4.34199334871265
Slip1,brain,5.49963177178898,5.53419733376753,5.60516256544456,5.61366455085869,5.55389455981728,5.55079837631399,5.50220859467721,5.53143329769805,5.57520280392479,5.57204183026766,5.70450822858449,5.5592657627861,5.63175829165611,5.57454970892122,5.71329394684756,5.70356635285522,5.67329313873047,5.70799085930538,5.98083986855322,5.6241917959629
dve,brain,4.90951801288469,4.94103338077979,4.97041355117102,4.89468097831306,4.99497114110794,5.07334550196393,4.97574643362268,4.96280209888588,5.03356756546621,4.98625219785524,5.04434408622714,4.86211850777251,5.07077779769207,5.04044012983878,5.20232983212558,5.39588795533697,5.07896398419949,5.15086147884087,5.19660022386913,4.91164910835679
prd,brain,3.15072453114278,2.67324271595086,3.14058842543973,3.61631435699651,3.86293784644273,3.37569484845486,3.37472702178756,3.14731777127506,3.59536736194266,2.71951250260108,3.785761795995,3.15278766724035,3.1618408510409,4.15304339331338,3.77313986904221,3.08669471449742,3.87552239152354,4.63077438783443,4.27551598745565,3.18551040969669
TC032655,brain,4.1509942813922,4.15086924456838,4.24936141539434,4.11377080187867,4.22194638730868,4.41936854326287,4.27991931904404,4.33908368410083,4.32341604632137,4.29991300887292,4.41406846772283,4.2805000457818,4.32580391183812,4.62508901430111,4.32285835573072,4.48637697625628,4.62653759187602,4.51420901153735,4.60800749085319,4.19455789467843
TC015373,brain,5.57158039123475,5.44512173754325,5.3683155711445,5.36803085743049,5.63866396562152,5.46160470896343,5.43391093893564,5.24629323557624,5.69671328868769,5.49996287846983,5.74156565819445,5.5592657627861,5.7245302399158,6.13909606822405,5.52882283654048,5.77743614994628,5.78983520160162,5.73022339351699,5.75384089999144,5.45917481928804
E2f2,brain,6.5644936313957,6.60493491087417,6.56160302517558,6.61178490817299,6.58393126559151,6.59117240653992,6.59620552900727,6.6267875082413,6.62238749248201,6.61440957155347,6.5849428946008,6.69387309199009,6.64033856808687,6.62611945748059,6.67967242410181,6.57066642138177,6.62549582093763,6.67351477738708,6.78836962101963,6.67888162527532
TC031421,brain,5.64516854775579,5.70962271738901,5.74588814070594,5.78213517224781,5.69860098597127,5.72166821024846,5.71238104799454,5.70632902378443,5.69971977078813,5.70683565140128,5.68929199998736,5.89013979302879,5.76078127419411,5.68335652561225,5.80702653911061,5.73782135306212,5.71860276649088,5.89846865375243,5.90001192894225,5.92982450387868
APP-BP1,brain,4.8925507445884,4.94103338077979,4.90904766682498,4.86249247311397,4.90095614753718,4.88890538479003,4.88558385007334,4.83857096206873,4.87904172944467,4.89131275395624,4.90335658225073,5.00838319763969,4.98175398485446,5.11595244422684,4.85631373190612,4.96389994840057,4.99124595253332,5.20186501071063,4.96168645116212,5.13331950705058
MEP-1,brain,7.37199141235463,7.36452407530999,7.38184272284604,7.33600709017024,7.40241650894779,7.37450504229228,7.36793022989386,7.39361840100286,7.36578601118487,7.38134043287035,7.37150683579323,7.38892135104464,7.41236966809997,7.41798593015329,7.38678100346326,7.38049238803965,7.51988496851595,7.44821795668691,7.44707112736027,7.44299840978855
gcm,brain,4.60051515121156,4.54869469486897,4.6735160775895,4.4608855078285,4.56474032068929,4.36386980253814,4.48736431081038,4.67095221479434,4.40335366936799,4.4547837368749,4.69871949473357,4.61301137927231,4.7167896135747,4.78910699395296,4.65553427487064,4.73518574127207,5.05057106956699,5.0691199210913,4.92802628796505,4.70570684276427
ase,brain,6.14582180733283,6.17614284315608,6.09842213773723,6.16999677120288,6.23530570352309,6.22705918604264,6.20459141565688,6.16869250218046,6.07767730782765,6.14410695066583,6.17703484097868,6.21448010618131,6.31904672912112,6.31814787743422,6.41875214859953,6.2921940929017,6.30492867762163,6.43269737438041,6.33854813563666,6.40651281452585
CG5516,brain,5.09341301320661,5.1595235643702,5.20649531655734,5.08336026197238,5.2762988353355,5.24568444991308,5.34527561037486,5.23893403875924,5.15192516138181,5.29541782459795,5.23045453922824,5.21647053127616,5.2638253976706,5.27270596741558,5.44981389327017,5.37674465150395,5.37900953571052,5.50972020908428,5.37581355302648,5.53681702974111
His2Av,brain,8.7900666563342,8.81740575272259,8.77718188357173,8.81865327135492,8.82182929393657,8.82208531427249,8.85558447149749,8.83025840313427,8.83410030609075,8.8596758893829,8.85637854605906,8.89893357581768,8.81042940020837,8.81559123341613,8.84776563490641,8.8545389287721,8.95019195941953,8.88848106971677,8.93135443173244,8.94222162972131
Polr2K,brain,6.22922748953688,6.26632419554107,6.27460461637045,6.14913426659252,6.26702115359022,6.20376545301237,6.30412635367614,6.2569860655147,6.20317560866444,6.29415812638486,6.23198336682458,6.35840017159282,6.32311273066015,6.24641766924122,6.32429798331359,6.31514154899425,6.42113820968883,6.40695525914552,6.43027396891167,6.47701782283565
TC005398,brain,9.41513950043592,9.44216418513513,9.41055192370476,9.40629688834408,9.42705227511578,9.43275888057097,9.45800312603951,9.46150071014782,9.45427777504252,9.44187272376111,9.51895752855033,9.53773276091778,9.44997291938147,9.43785460710118,9.4684760432519,9.43129424209137,9.50829304788452,9.44794872179628,9.48014229106065,9.50276495859706
Polr2L,brain,5.93438441065173,5.94954179906044,5.89441450234641,5.94614682947038,5.91029242178475,5.9000109803703,5.97445298601781,5.99856942009809,5.95528467530851,6.01102221049914,6.08849937882164,6.08413899031004,6.09635349144001,6.02863652382353,6.09395673995842,5.95491428994102,6.11057738812339,6.03706411841336,6.0102670795749,6.07070066840551
Polr2J,brain,6.54501492577674,6.53238103966088,6.5442248883968,6.55522591917981,6.56415628599315,6.53028742295637,6.60875934606412,6.55216671278586,6.58593654075676,6.61685877139409,6.67183918111541,6.66314013497247,6.6344116098273,6.57390908014637,6.66352004599543,6.54094464074096,6.65776190330976,6.62378863669856,6.63307425609542,6.72546491172684
Sox15,brain,4.38102237175841,4.0697782375375,4.6435628864586,4.58820145514794,4.66858266304484,4.43010802503853,4.42841716218598,4.22368572645341,4.48751210219446,4.33046143730733,5.34494205930889,4.95241753087614,4.65419383618851,4.35374300254468,4.98056126676288,4.61849970590579,4.87812170742643,4.73515970733705,4.63130606213421,4.58428341501743
CG32532,brain,1.03841382266992,1.42236982378722,1.70724833183679,1.81993516473106,1.79608836300107,2.04444941050925,2.18194860762324,1.72994153235435,2.20524220016774,1.79659806951201,3.16412458164476,3.45148174733963,2.51016925627737,2.40705188813407,3.909899945583,2.23664003115064,2.30178239186369,2.30563360156788,2.09084178785666,2.75688300453074
Arl2,brain,4.74533038148299,4.75046803137589,4.80376688468569,4.81408879375332,4.80842555568638,4.77079759786757,4.80936669014791,4.75826949027647,4.79365041953218,4.79021198599081,5.01468642784643,4.98079183265478,4.81312488507419,4.90034149060387,4.9658487161008,4.88808123114648,4.73091876887841,4.94857008371523,4.89319353402284,4.9863390293143
ss,brain,4.9162251237932,5.08724636224007,5.40751884722121,4.99186849662949,5.11440695049929,4.66679977227855,5.14566449473465,5.00100444660634,5.23888682510124,5.10674273204424,5.73426321884583,5.36032100979053,5.67146425794664,5.55910478911698,5.00935249278393,5.62380144441,5.44907682006527,5.30791777529621,5.27218102308814,5.56141356345342
run,brain,5.93075548606611,5.91374803854928,5.87811760371815,5.82884439339919,5.96688708780972,5.90246427543977,5.93241292640767,5.92571487107537,5.90522833909675,5.89214397178474,6.09362914332623,6.05111572682022,6.33119547022777,5.92624274408466,6.02956863837331,6.14669670507082,6.01648617271726,6.20995576910297,6.25131765809622,6.19415924045479
Hey,brain,5.86695931249008,5.97156594527227,5.81418686067499,5.97523530981592,6.04456862208802,5.83138916300561,6.00114717610719,5.96101315351311,5.9564464802149,5.9034408709097,6.29249236139043,6.02684163513684,6.18402548770049,6.08078227569415,5.88683796188006,6.05784427169192,6.2369460382878,6.12970245634478,6.25131765809622,6.17241684822684
Dll,brain,5.21950055601532,5.32350399375961,5.25714327108703,5.47991927841668,5.33744692030171,5.32295513948099,5.39478407920406,5.16485542629351,5.2899147762767,5.46381578138344,5.81855841598875,5.98160575698931,5.63982661218828,5.43497357030062,5.39344528470411,5.67529159511841,5.92470225574099,5.71545675957205,5.83996308697298,5.45016368362969
esc,brain,6.00769928288827,6.0316357538803,6.04852691101208,6.07410901984173,6.03586523907753,6.0026375137681,6.05248846328386,6.05456537026249,6.03028654317552,6.08551541598206,6.06771305521995,6.16863703570206,6.06533398798935,5.94757745650556,6.17677392508681,6.20323882053064,6.09041997098563,6.16827205841683,6.16074642971015,6.181170614152
Pep,brain,7.15043756890278,7.09938487585515,7.10118015288701,7.14557257692422,7.1441274657519,7.12697695893735,7.11592002380516,7.07335984855061,7.11278677317721,7.12506664884478,7.14172676873509,7.18432459971504,7.16938472246535,7.12888582026568,7.1894609469042,7.28198200160775,7.17898820232583,7.13946932502099,7.19965735422729,7.27694762293145
wor,brain,6.67803870420162,6.65131040015082,6.62525520956149,6.74142733942834,6.76275284775075,6.74960074327094,6.75529234308638,6.72057938593988,6.72277034199276,6.77177907385748,6.91067729286566,6.8521619155874,6.84291876151203,6.7517565502394,6.93721599505023,7.07858472299285,6.99097551201194,6.89754655705257,7.04739482926835,6.96691163768945
Rfx,brain,5.68778243813077,5.61270588066809,5.57993908179227,5.67679511309556,5.67693463727817,5.6963967168922,5.54286746567847,5.62437587257208,5.63780251174822,5.57030175300156,5.93301162591724,5.82616116025664,6.0169223981169,5.70376609268684,6.08431673621439,6.06272284502514,5.74051027290795,5.77325838617334,5.76130791039962,5.73223018879379
pan,brain,7.26876952526137,7.2888428707253,7.2720775273866,7.32986102930953,7.28988507675166,7.27342180037543,7.20602054258027,7.18627466150521,7.29283887807221,7.30719275793737,7.74046298004657,7.4905630185832,7.62330363736385,7.44195366826726,7.55707694745719,7.5268923952437,7.48642231033138,7.60040489402859,7.26789396439866,7.28853398689178
hbn,brain,3.24391548270016,3.34720930720781,2.97074522850154,3.07665920103663,3.34690687190658,3.49137967309932,2.97054248687421,3.36183074197038,2.94121139604488,2.88569808660942,4.35762190785717,3.68117476247944,3.8335867933465,4.18430082997565,3.95162410667856,4.41313488836274,4.08509937961408,4.29379978475245,3.10347266980708,3.81224719397121
fd102C,brain,2.62271963052847,3.05542963592719,2.30533501307991,3.0323326377418,1.93728062684337,2.50210568858674,2.94653857141926,3.22404983400958,2.60691351878472,2.71951250260108,2.82539526721092,3.86783891841571,4.01229652079631,4.58467538565521,3.77313986904221,4.05078105125149,4.22595484193557,4.65254137627273,3.71810895312412,3.09432741447036
Phf5a,brain,6.37846045680424,6.45697481123409,6.45391547240274,6.47808438530008,6.45392977285853,6.4654537431777,6.51464370738684,6.48860575992428,6.45242546033877,6.44004885921662,6.46889620992527,6.6341136646619,6.55075656644736,6.56541032483776,6.61912631104114,6.48829737917088,6.62549582093763,6.54909059410859,6.52820553899181,6.53373047575344
Sox21b,brain,5.9523340869829,6.04130571662085,6.06228788552662,6.09021023105647,6.18387995353192,6.11570128294709,5.97209772138074,6.14807635310298,6.0161670741657,6.10610949447609,6.16281262513988,6.29280074750974,6.2161468563579,6.42186950132257,6.2409065697446,6.47549631811983,6.3608437738683,6.36122306578609,6.30456348250641,6.37470515325619
oc,brain,2.95737231431768,2.9669240502671,3.25137116082718,2.96192573636756,3.13252310205969,3.15343437045247,3.14428140353746,3.29531136072714,2.81519480021206,3.24603636211056,3.67720220029354,3.31324576370078,3.48613994803149,3.50627164700112,3.27751794529453,3.80442822873229,3.61005009939025,3.4127710707254,3.59617789319441,3.90129551799538
D,brain,5.25585126789681,5.27177503692086,5.27808812923684,5.36363647310136,5.35917799619936,5.25509118191771,5.40937795182614,5.40838863373755,5.13358706977137,5.36621452068788,5.74881515827489,5.73174615031967,5.49293829403532,5.76893785577129,5.31297595969981,5.88765390436973,5.71860276649088,5.63009591467195,5.67593386461606,5.6392893216284
TC004945,brain,6.34298713851051,6.28994951298294,6.34358527665872,6.31353966973647,6.29185781858286,6.2905327808778,6.25737114278441,6.28418895677651,6.24319055630539,6.33145463011519,6.44036779115765,6.4265717405386,6.46299346792067,6.38507543695972,6.43933815586432,6.43272359670708,6.42113820968883,6.45424660864714,6.51778599332641,6.3529236960854
TfAP-2,brain,4.72125140844625,4.84322167982616,4.90904766682498,5.08336026197238,4.94093634039864,4.94470685577018,4.74310745542258,4.7622431893046,4.932169816127,4.79778240964383,5.12837871438663,5.21647053127616,5.25205255084677,5.1861608190831,5.52882283654048,5.04789077344549,5.34740961304036,5.44362285331118,5.3974540260499,5.08233653045533
dmrt99B,brain,3.1108723506571,3.53420066471284,3.56401442198961,3.32494812801437,3.20920573779137,3.64312699426157,3.69679318831301,3.48290651643583,3.68930024415501,3.37915104944152,4.38624341169152,4.72744129167739,4.38388853106861,5.05342817021691,4.32285835573072,4.38747822304822,4.43290723067325,3.83195455409158,4.45551737605182,4.31419413317813
croc,brain,2.58903745632477,3.22986980274967,2.34936503784825,2.342060722736,2.65678791224675,2.4258216439834,2.92194426732386,2.70276776469933,2.60691351878472,2.83331263482095,3.61815718289975,3.31324576370078,3.48613994803149,4.08743532920813,3.99167686719554,3.47682531432039,3.61005009939025,3.25168997900972,3.20433377501132,3.48457550412155
dac,brain,6.29532746494219,6.55821852523339,6.48539286584898,6.35114980396537,6.36993427126389,6.3657543643634,6.40234208741705,6.21520567096242,6.54424356598018,6.35079155728457,6.78564708537548,6.74548273125726,6.69215733799715,6.70089751595579,7.04103334704351,6.84546981901833,6.85372719166322,6.58402110684339,6.57214294858517,6.71529898256769
dsf,brain,3.45202599394527,3.39356798998462,3.30247616341658,3.42159957205858,3.29746412958607,2.29923336432507,3.42113054032068,3.43920283088158,3.19131580087892,2.93547536642308,3.83591986776894,4.43669725572404,4.32580391183812,4.56383912442392,4.73328798501527,3.70668643979671,4.08509937961408,3.67325196095424,4.2420937992162,4.60557233994832
Fer1,brain,3.62419848639229,4.1649317623969,3.85100763462253,3.68940440636259,3.94579057730273,3.46368877550627,4.03437319088417,3.52477990163188,3.82530839050499,3.79398588484603,4.26648738255397,4.89313305120882,4.58741663155072,4.66393262626802,4.75181718813667,4.71665927034324,4.34939752026911,4.43713509748146,4.71942409556088,5.06917403885565
Maf-S,brain,6.38540657940176,6.3936221494698,6.39764350010823,6.35196972678371,6.44598570673468,6.46475577518576,6.44070240662022,6.35276881013054,6.44817384305455,6.40287503301423,6.48632182670166,6.64211389837796,6.64033856808687,6.59069292605245,6.52394958197773,6.63584929171469,6.65776190330976,6.55553302409533,6.56217353925149,6.6355701146384
Pfdn2,brain,6.75904383360077,6.77313763454381,6.73084229045761,6.77365952325552,6.79036324599963,6.78620785342403,6.81591183506265,6.72225662423714,6.75411038284847,6.79763116453919,6.78564708537548,6.93079745520311,6.85729225621115,6.79790137123569,6.89290218108171,6.88687201887558,6.90461170833728,6.87213768502533,6.87993810647923,6.89699256423234
pros,brain,7.89039413573879,7.81705525798077,7.80317585354893,7.81847885642642,7.87927260957772,7.8627305404631,7.86046943361408,7.78902737075401,7.76315943897778,7.82111829781039,7.94882148162051,7.98603943181961,8.00094958659564,7.90475479915459,8.0461362453498,8.05822559868551,8.00255500760397,7.98708133435943,7.96726897748094,8.10259950302727
disco,brain,5.02385848176299,4.76589898460577,4.80376688468569,5.07163429148656,5.0780584869125,4.85106514457302,4.7903302347021,4.67528770056972,4.86184320652118,4.84564067412178,5.24251142668864,5.43409325435742,5.46461907473956,5.27270596741558,5.39344528470411,5.50363628390979,5.26954482092042,5.37284547596915,5.14284047484789,5.26143930622664
Optix,brain,4.42567461423478,4.48486132550785,4.42606701227244,4.59771957767328,4.4217775166224,4.5364131780042,4.57213467067957,4.25050506988447,4.19007978156878,4.34242421330324,5.45737268518522,5.97126926928367,5.36397327705075,5.23036935903973,5.47684977470248,5.13771961827684,5.10657294865174,5.97016555465237,5.54635666013866,5.63176905043521
Cox10,brain,5.04170589470181,4.96641349029132,5.14265180085957,5.05678078584894,5.18847793048759,5.15678762829509,5.06722848013875,4.96604196476801,5.09587011016244,5.16847627088192,5.5843071900287,5.4429435710166,5.76787641085776,5.36187833990393,5.56202906274449,5.48646529127685,5.60123018366561,5.65410802852639,5.61754650885021,5.60110933027088
toy,brain,6.07390607824078,5.85496086662405,5.89441450234641,5.8371074570873,5.99800675302765,5.8688259056385,5.80293243629021,5.95861838738775,5.85510696658713,5.91830758335133,6.71123194800905,6.5445410923834,6.41233914234397,6.66806586908049,6.69556804464149,6.57066642138177,6.69459901922522,6.54260638994509,6.35100040632908,6.66016322772954
Rx,brain,4.24028282567985,3.91206888471987,4.1688973999936,3.98257183283301,3.85329351051112,4.22316338499555,4.19996298725008,4.13862155458635,4.19007978156878,3.94638985375607,5.18071849600705,4.84624290190129,4.73681342797767,4.80577543792497,5.2368277454623,5.14991810997947,5.40964141527305,5.38326843188752,4.92802628796505,5.29370899915055
