gene_names,Hox_3,Hox_7,Hox_8,Hox_10,Hox_9,Hox_4,Hox_5,Hox_6,Hox_1,Hox_2,No_hox_9,No_hox_5,No_hox_2,No_hox_3,No_hox_8,No_hox_4,No_hox_6,No_hox_10,No_hox_1,No_hox_7
TC012748,5.047420934027926,5.194749528852578,4.815623294315648,4.99720653188988,5.1863944582039085,5.192971041566088,5.209620622559017,5.089959708103519,5.124550521357148,5.048598981166325,4.878356353313312,4.818941764397505,4.767660000852038,4.884077886907627,4.871539007999952,4.872298961922993,4.888139822655991,4.809364506049265,4.8558150606848605,4.589209397046761
Ets96B,2.6503645336528585,2.4535853832437597,1.2022053743793333,2.5434788613849597,2.4801395962004444,2.060460987549187,2.167457674088162,2.3481910770463,2.1607336728209354,1.919322125074683,1.121700762244655,2.9036091044577783,3.8640390386220336,2.9330887046217575,2.0411417515104096,4.280706216344525,2.3108712656423287,3.514103308834394,2.0125411731703124,1.6915756906154422
fd59A,3.054414785487104,3.8931653341084966,3.9461992252505826,3.5882736119470633,3.5609512174285385,3.0912879588907445,3.505838684937478,3.34984356114393,3.2692112352340583,3.2772352018318864,3.5888162953120797,4.336301639590515,4.291923759086723,3.713999270278695,3.540871635871335,4.083104781351705,3.165813174509963,5.058865504557906,3.9676177066252616,2.659145671266209
Xbp1,6.000834239337807,6.095286934411285,6.048941618199225,6.030310737185631,5.954205127624773,5.975613798971337,5.961668410854957,5.9822826544413115,6.0132525291317265,6.00722444894612,6.033288399413308,6.149815894364966,6.067316287395079,6.094508168160903,6.103958803748482,6.256984989516118,6.090258401927779,6.185060231873724,6.09572917096616,5.879012731775057
fkh,4.528768757341308,4.576069871434548,4.544335561092949,4.584429500446932,4.419707535160617,4.382008837984344,4.746847185054534,4.7255832339721335,4.739316875402449,4.664772765810583,5.337572322772751,4.8361942676191285,4.918013836680224,4.79622480885424,5.072372067858656,4.6302173089967855,4.2995365825233725,5.151084176503732,4.838854807756766,4.469883239512773
Taf10b,5.968902585152193,6.061391261521638,6.045640007661212,5.984834125330843,5.977592722035158,6.029791509216963,6.059830354519375,6.006996951220023,6.026421960224482,5.993923949867864,6.118858139005123,6.063416360706446,6.1520842458427465,6.114364883676887,6.157383099115846,6.075874387237632,6.085102166537812,6.143951106249504,5.937891228438015,6.0442053539244815
Arl2,4.750767432259006,4.852791434079201,4.7849869607367275,4.638201631009746,4.764467431562403,4.807833595717989,4.913781255831129,4.764770388028015,4.807990002898149,4.7418165206732095,5.024638125613603,4.708665716900206,4.978208151662113,4.777688529255494,5.072372067858656,4.872298961922993,4.798699362408614,5.002080712830546,4.888896268481616,4.991281793603182
Hey,5.95071205869171,5.886404307151907,5.9062883236061,5.859249915647125,5.954205127624773,5.958063123802892,5.965178428214674,5.864104064410118,6.01214720765745,5.980444160180601,6.371201653643679,6.107548947375733,6.174409439839678,6.225875145419546,6.138284681508735,6.165998573616139,5.922680881892149,6.153233624398723,5.926427340869441,6.08030073815668
Prdm13,2.3417508052754914,2.4130344002261377,2.2868925052031774,1.4246549618528597,2.5176067079426514,2.718384236962104,2.356722080694782,2.3481910770463,1.990972081811564,2.728972166212898,3.4005637534726465,2.465971010676446,2.451346995946624,2.9330887046217575,3.4739471986302664,3.1181037615066716,2.0557127890639038,3.2147172743827284,2.2662401513553325,3.23294233547551
TC008143,4.528768757341308,4.486530730745346,4.389482407920684,4.542113590950424,4.543453468183425,4.426661626049866,4.541511820360875,4.570245099744366,4.5579539376222,4.6172958540162625,4.725473121784356,4.516440009757689,4.7120608128877155,4.777688529255494,4.836721278080984,4.749256938501659,4.415810163039025,4.425453502759346,4.6512606401834855,4.773584752521243
