gene_symbol,Hox_1,Hox_10,Hox_9,Hox_12,Hox_6,Hox_14,Hox_3,Hox_15,Hox_5,Hox_7,Hox_2,Hox_11,Hox_8,Hox_4,Hox_13,No_hox_5,No_hox_9,No_hox_13,No_hox_7,No_hox_11,No_hox_12,No_hox_1,No_hox_14,No_hox_2,No_hox_10,No_hox_3,No_hox_6,No_hox_8,No_hox_4,No_hox_15
Med,4.390186278434508,4.340766280738511,4.3437392543984625,4.376653575886386,4.553755273715353,4.4880013155744365,4.439592799558495,4.453004709342163,4.506717050541166,4.503521369662396,4.437933051986724,4.4627160276055005,4.527590252508251,4.390369194085951,4.489065876336897,4.693698595865514,4.3931327870542765,4.359206345212262,4.317390274804922,4.322450330668946,4.205944098234879,4.1363697201380045,4.271790733000061,4.163958968290963,4.332062663909198,4.341187578397029,4.277588552038654,4.208108953733088,4.424347690298678,4.451009053062046
tara,5.64635576687152,5.685346911334196,5.746526505770096,5.660119940673077,5.743743954233061,5.7336313334754125,5.665934256532271,5.662169709133558,5.736027348687611,5.688723815741737,5.667379547954422,5.670239865038354,5.759905079633467,5.656360584418305,5.617106930171525,5.681170843687394,5.662578795142654,5.634628302522124,5.576994834849634,5.549005274087935,5.689804802399682,5.564460479082527,5.653620023305506,5.518670363935254,5.508519150713486,5.590775060447068,5.5813635351628434,5.5362195189270125,5.486278468273455,5.698428401688636
CG32264,5.547929563799935,5.589768545327927,5.492680492437433,5.5210797556387154,5.531703749018126,5.511760707402227,5.555352545847178,5.442380580285875,5.493231753902526,5.493341848389759,5.603602687132854,5.602320336133703,5.59557793817465,5.5691244657935295,5.52556681873022,5.492126500953677,5.44501836319747,5.40294109496084,5.309894454004156,5.472086319595392,5.606219046800224,5.408762631160348,5.545289321258094,5.449486523433811,5.473325532764947,5.507450600596129,5.469482125621661,5.380434614443474,5.486278468273455,5.642532256432814
vnd,4.636346732392547,4.770097431512416,4.78685258062714,4.751023446801185,4.822330358467847,4.748265930023286,4.74475843865935,4.695010410408036,4.780521111222181,4.740937101972678,4.809353231712947,4.8223877577173155,4.88227335164404,4.7283373487533975,4.7589512064563735,4.860614869366463,4.539070607749026,4.597624240265381,4.362259822620975,4.818684168002598,4.825874830151685,4.518003608258787,4.648133789848755,4.510740024245757,4.702641279252983,4.770630637460729,4.406508177095558,4.517753807425768,4.4855039139842035,4.8167596713283825
eyg,3.2054155300391853,3.1891103660064704,2.5338774019701056,2.8024421610167622,3.372120503332019,3.224513997492807,3.188879606493972,1.9073841713529627,2.897323647185597,2.6968183998434747,2.5731900269765,2.4549032185950637,2.271100684538042,3.2812223488854544,2.788705681711078,2.470271147919734,2.1117926066589976,2.2795380139705186,2.9018388652305123,2.431650081407017,2.5542160458291967,2.4214822184580496,2.903159917700574,2.961716161093768,3.143676308318354,2.026988417836464,1.4598737846834529,2.07587315408331,1.0132115965872366,1.5271046875048877
zfh1,5.307625139119066,5.412194680652828,5.433655258198028,5.409514856261798,5.520499823237141,5.4295371528233884,5.399971720633233,5.3432750754178695,5.430219055937946,5.294637304674779,5.181790076947422,5.240124328887335,5.328290797645607,5.2732756005696775,5.243870797379971,5.050930377515398,5.405029263223536,5.240287357296761,4.956547126038876,5.15882928061287,5.251117837273605,5.345542767707929,5.468371529582024,5.375158157090957,5.09467059398899,5.10067075394362,5.1333025031171475,5.195820647062291,5.182893766420925,5.229227128215214
Fer3,3.5732665857933146,3.388993129393339,3.8709763239683532,3.309871513282602,3.7917967746264516,3.269224417356379,3.908990074327064,3.8954413761186437,3.9252186177187145,3.8022708099995266,3.4333629065645273,3.494563835340879,3.0300115091556026,4.134524203714001,3.6213802034924574,2.470271147919734,2.7425212418099023,1.8347070203924956,0.0,2.266754149552261,2.0512781579436963,3.4590769524938825,3.615945698287068,2.8715656536396756,3.5592507707424965,3.1809316197361497,0.0,3.2347595362898725,0.0,3.195867680656076
Myc,5.765330762170575,5.728946123250769,5.925840836791106,5.82878766269232,5.668911494177134,5.805380133732741,5.796007123965904,5.773344248838655,5.808851120314221,5.797640260775306,5.74960698020318,5.84032452393322,5.750734508103107,5.809158591390128,5.808735719645956,5.438700797357644,5.570134710715063,5.514939887342314,5.474221809680906,5.844100052905462,5.750904320062984,5.658229551484512,5.723586639757489,5.718003178984504,5.73637420859888,5.978439150638794,5.6763311631213025,5.6404983729242755,5.659386640709744,5.642532256432814
ara,3.107134723446693,2.5124506354577187,2.5338774019701056,2.9920221750891476,2.9148994370041725,2.376903737871863,2.882809447343587,2.3749299246163194,2.4720066614000213,2.324507406736428,2.5731900269765,2.847701952544296,2.620705843687116,2.6849690667599555,2.824165605473985,1.8583001189987547,0.0,2.2795380139705186,2.0647134092260484,2.5731653142136235,2.8872886849236234,1.8134019466426805,2.263410958957844,2.6624754461669116,2.254886952391813,2.3875497243110044,2.226086287851448,2.7042434676454827,2.444657209687746,2.105310314829363
pre-lola-G,3.1574820307437825,3.4089235541957,3.3416365912688395,3.6744098782706205,3.4100204680938675,3.153460977883902,3.364307787559013,3.222424609666901,3.4049725453831834,3.314630477925317,3.451801893185751,3.3869038344272657,3.509839300017555,3.559464432000348,3.4126672867302816,3.0372115088419216,2.618148884654897,2.9201640563843068,3.2224946405442907,3.3559806176476794,3.060278990409605,3.069218812876497,3.2238367393754253,3.320111876074702,3.2146992431254455,3.1809316197361497,3.31212310296306,3.004277428189052,3.0934575089002445,3.267047728123556
HnRNP-K,7.461723041622268,7.394305701859307,7.452702894788534,7.461907900810319,7.44570386126037,7.435050590461848,7.4460169881561695,7.434570621751007,7.443991909670398,7.394071818657042,7.437082471399199,7.463631845475326,7.397105167469158,7.440203543236295,7.406901957415266,7.421631704537467,7.400620485444743,7.3914744488217465,7.406131430606541,7.403911933589771,7.3938697999537,7.349729018783767,7.4261705313419295,7.330284481084817,7.4258504673199806,7.35654020116269,7.401740090932466,7.445712008725779,7.413933604884284,7.382092989979025
M1BP,7.269985480472635,7.198000039379683,7.247290844221137,7.2457212143786975,7.204133315434042,7.192012280134448,7.1962745119028355,7.2091166805429445,7.219156618333171,7.242029616294096,7.247312161507108,7.234588837963987,7.230969275144615,7.227262298325709,7.215036587460637,7.214960116946381,7.209285161829435,7.1803104002363,7.2318439782340835,7.162054062570552,7.146890126817439,7.246758026113876,7.213128954884583,7.139539621843486,7.227455888533842,7.15694586881206,7.156058637368436,7.153464746986457,7.155970731250237,7.192466478465697
CG43759,5.415917180166143,5.326072505537052,5.446242786996344,5.4247922945273555,5.3515087445326115,5.36713708415476,5.378734968750837,5.452263461985865,5.410003675701743,5.411862581011452,5.412205016077838,5.378548634923006,5.481748043304696,5.501797839669123,5.393271767713682,5.304670040448087,5.570134710715063,5.2309476037540446,5.163623691806905,5.2626194698246875,5.352393145871813,5.393328398063588,5.328151924679046,5.179789005587357,5.249440006823844,5.0596842955009205,4.963773510868098,5.06170118350941,5.464230097080162,5.27638129632007
opa,4.022405712913407,4.225579619949104,4.248974268809799,4.376653575886386,3.9660956993447023,4.125975248505866,4.029724641378799,4.160287043505097,4.16456393097051,4.337319603955163,4.06179641378736,4.0914959269105555,4.264084840988307,3.9875714447054715,4.301064293771902,3.9419645231249927,4.048101006589516,3.633448453432547,4.246069211304147,4.119626221169654,4.154105808186236,3.8540004301520465,3.8968821999571155,3.791618754818526,3.7368176854693673,4.227704922775546,4.129553996793741,3.835461014286056,3.9821643372965565,3.9409515379053186
CG14442,5.707611603123148,5.68938996555817,5.800620660554542,5.740662757892408,5.741939801063078,5.7665567353357225,5.779970276905893,5.815253953497086,5.761494764223332,5.713761954401369,5.723570354072936,5.769442845524386,5.741479058207076,5.731071158880356,5.729969829463896,5.624212972327981,5.717790359823637,5.6532542851113545,5.82384108226582,5.732920493976593,5.750904320062984,5.524344032503413,5.659641224247602,5.570765451221658,5.673884362597563,5.701283908733878,5.742070419429328,5.652800636040317,5.56991010937476,5.648899481773549
EndoB,3.026516238275083,3.164218726637504,3.278087923962459,3.199246058974587,3.2268685216256294,3.153460977883902,3.422895869466983,3.5831362667123186,3.4421849184433406,3.227114386454337,3.0798820689759796,3.348277679176944,3.438028818859538,3.2812223488854544,3.3321470746487116,2.7365860784492844,3.126283281400829,2.081655565212725,3.288826941919774,3.2274190199928525,3.1367094420559165,2.4214822184580496,2.693635608453486,1.7916587952982277,2.8941662639738066,3.247150852832312,2.8637471376000763,2.580226799349611,3.0934575089002445,3.267047728123556
tin,3.666022230073336,3.979672534863786,3.8709763239683532,3.4825692317338155,3.8168680285013323,3.4116261252605478,3.771651009844378,4.324937768794765,3.4955292230933557,3.888493891400554,3.900563299085495,3.708187580437421,3.298432824663818,3.492501930753031,3.5049772259969814,3.2680414160429634,3.202944849741421,2.9201640563843068,3.8229677095864263,3.1563571520395164,3.688193152097571,3.069218812876497,3.861266314632258,2.961716161093768,3.3431970619674867,3.52506415615483,2.6547664596067904,3.5795532761929807,2.71041165205985,2.7356199962316228
tgo,5.4971961727890655,5.585301023267524,5.6118626232978235,5.581198874435715,5.481439251109661,5.579089977433274,5.63527077676233,5.631817969143313,5.667396556480731,5.579614920690451,5.582130399282209,5.455646631694869,5.664179662695065,5.582062449553339,5.571267771300637,5.446510027954959,5.429214095826482,5.418619085128852,5.509666118487076,5.542252058358461,5.473212507543394,5.438934324658314,5.511058235317792,5.359605752850537,5.568905385088655,5.553178265782586,5.366907064901829,5.5566181538540595,5.449256393426043,5.4532301215459755
kay,2.8084842243990904,2.689306524023451,2.7777602206329615,2.692213238051477,2.3578008754381767,2.65466801939769,2.70516190406921,3.0480431070847915,2.865322725369657,2.8412910158837557,2.6162362074641075,3.1532133214136278,2.8461554989490807,2.9253772846499744,2.8584110649637706,1.527913484978157,2.3104342572252508,2.71041165205985,2.692332437402997,2.5731653142136235,2.0512781579436963,2.896145842282177,2.993471294680084,2.3977854461905106,2.7949363785527113,2.223432356649106,2.531229987817368,2.4386232112638653,2.444657209687746,2.4693254988053717
ewg,5.205351886863024,5.138326085173081,5.271757776388972,5.24234117023351,5.2680753501858675,5.268532258646319,5.2190778070037975,5.15365805210752,5.197493681369431,5.297525518040834,5.197855482013113,5.225166745237074,5.136777451282541,5.249658771801765,5.2531243019929175,4.757664905128933,5.187075644541992,5.221519796165887,5.143738592789459,5.2626194698246875,5.000032174349535,5.224271009670528,5.184511004595666,4.960390943830992,5.351581789859273,5.016945885265001,5.1333025031171475,5.146341733708779,5.202393265972671,5.116927102263754
Awh,3.936082466005802,4.143846821619625,3.9958211356153495,4.00569986191513,3.4989255175798855,3.976053840014864,4.137440125846606,3.9521179121182812,3.902426067071342,4.000048611503191,3.968206559429803,3.8124692344079607,3.8451917831260083,3.7769009170043115,4.079319493024375,2.7365860784492844,3.274145575519166,3.7636712659793963,3.895512830980845,3.4698811088410317,3.449995871639851,3.6540114479959707,3.746109993350587,3.6286579276440847,3.776686032749929,3.8175042876167256,3.986882902809608,3.363357571043776,3.010559922536396,3.267047728123556
gro,6.688042510339435,6.69330734635862,6.677833371463771,6.688784214399981,6.72144000294706,6.722633029705738,6.710472390153417,6.716995198748922,6.730180837366697,6.724645804824598,6.715950440217895,6.7250513377929355,6.732569621413242,6.7579424008163445,6.739328587252104,6.572971944999222,6.574251901736152,6.636502702087516,6.6946069196772875,6.712425338938005,6.617745734025408,6.744494914954406,6.57383950854043,6.621285002707182,6.701293446902353,6.684838997739903,6.658557094348961,6.650400700666961,6.603756598519158,6.609068283324468
Crtc,4.566847174036608,4.707471391422428,4.742340085149383,4.841027692918666,4.594393146822268,4.626577040983619,4.586146738240798,4.668447512662691,4.775719221959703,4.794809639243375,4.705419900169898,4.742639896056116,4.715399778502087,4.564714404607387,4.7589512064563735,4.317158658481707,4.539070607749026,4.524291025208409,4.446376309924566,4.565684511361489,4.451120592941969,4.58999700020453,4.271790733000061,4.473422311719933,4.60513917526799,4.403568954600496,4.484058787693263,4.591081939154196,4.424347690298678,4.492205440591669
Hr78,3.3368020442652773,3.164218726637504,3.031286105780876,3.0748426282904573,2.8189080991788544,3.201386100224619,3.212566395718777,2.932786380809271,3.5295740406352873,3.2718295101014507,3.0798820689759796,3.2662389864611914,3.136138369466768,2.9846411663473864,2.824165605473985,2.946686707110811,2.8531221303177667,2.8207773110508603,2.42697360232643,2.9970151749242673,2.9775198883819085,2.896145842282177,2.4282480230039556,2.8715656536396756,2.7949363785527113,2.3875497243110044,3.0365140996312916,2.7042434676454827,2.5863367515863978,2.4693254988053717
CG4768,5.954344258993411,5.878187956837906,5.902337027413519,5.987568581901009,5.87054355140336,5.95314582925404,5.901593945307581,5.920658326175648,5.935775795783698,5.939285981431639,5.975414535842155,5.972880990826005,5.966953380258209,5.914389822557458,5.935926901238356,5.8557168971623454,5.887548819662432,5.858310676254689,5.738946015245383,5.902488593165924,5.937178252558869,5.9816864192638945,5.884487815189231,5.841489721392273,5.768882266512965,5.9182335834765905,5.921201162209956,5.8466972293052315,5.868282340633945,5.801639397295921
fd96Ca,3.377022647503281,3.4284645068701614,4.027328470769791,3.350908265990122,3.8044109704775364,3.631960437196763,3.643305775093662,3.245027739991462,3.9252186177187145,3.7494428222131804,3.7765417162950197,3.708187580437421,3.740830183339536,3.559464432000348,3.5396404556780894,2.612267992907789,2.8531221303177667,3.4283377341064085,2.568429229806447,3.3559806176476794,2.6779807538955267,2.896145842282177,3.5684992050853372,3.044407380976218,2.684764152404468,2.951036829421339,2.9538570404727134,2.580226799349611,3.4836922540604744,3.11923008524618
HGTX,5.084290324521419,5.069502273441877,5.213499078945672,5.03405562103034,5.128216302942595,5.017420631561797,4.978247262193384,5.007617921404224,5.018167942030021,4.8902346549255045,5.0355621498109775,5.02200460513228,5.170256058154438,5.022592194003502,4.98741134287668,4.817784362060542,4.907984048398637,5.122004504311638,4.813597429917536,5.188220638966341,4.740825917955181,4.793553658060733,4.882503802619006,4.8228462927635025,4.8465966877196305,4.9608187594823026,5.103628222585908,4.62582347781508,5.163006461850543,4.772012687932664
eg,4.762343859173372,4.25140389863255,4.668902520600492,4.566462524917132,4.400371401749259,4.598042766366426,4.754822956136538,4.71576412024998,4.647504050054288,4.813701735739804,4.646337385897006,4.6289897431656275,4.527590252508251,4.558771106607836,4.413792915101725,4.2422251759417335,3.7972459010803896,4.265174201701884,4.466344570496661,4.275469259384687,3.7297098410486416,4.215182382310901,3.70457634845423,4.43465782274168,3.776686032749929,3.9839626315856607,3.370601969681076,4.396573974420657,4.336514190521892,4.492205440591669
Taf4,5.816467326353334,5.847660359327901,5.868475046337284,5.847175338233655,5.811681573037989,5.805380133732741,5.81179084457326,5.808389843630141,5.84584556112263,5.835397752181699,5.835740717235567,5.8055115798421335,5.847262355905599,5.810864327655485,5.798110580605628,5.729212482559362,5.699723100848423,5.769279278277487,5.776977308131522,5.704522106290153,5.689804802399682,5.847898778060455,5.756815907765443,5.750333568393417,5.679729397061741,5.765269272414296,5.7314096256234395,5.856718670475992,5.741510512168342,5.880191264424554
Kr,6.24250078705841,6.227144793209602,6.171729313730178,6.194827255670919,6.184174378889277,6.107778509080197,6.1826055460052105,6.179555977361799,6.281793608650394,6.217153201885211,6.157068345230005,6.22948188337321,6.170392849515782,6.27546964120781,6.237585599936756,6.004276396109363,6.041303168478791,6.170041106610514,6.165270043685718,6.071664995458957,6.101758992820587,6.107314459781925,6.148421546118103,6.050398784679636,5.9263889105203,6.1645050621908855,6.018280743516724,6.106842732022096,6.213124916119546,6.225895185594931
CG32772,4.193059669946559,4.124739701462533,4.189241678557697,4.339950495132921,4.123627400219245,4.048820947787343,4.283976589413495,4.12383439396839,4.16456393097051,4.1378787547951426,4.081456070662624,4.197993762380898,4.264084840988307,4.213334592321118,4.155762706491984,3.660731625229942,4.109562895042259,4.075778057012656,3.995325882519521,3.6648774207750807,3.8448226705886626,3.817074953871465,3.964520479721284,3.898481624158831,3.9873556039566913,3.9528141318753622,3.9235807816474466,4.007863121791332,4.313295122002012,4.316139397136883
pho,6.328507573828019,6.33112854756695,6.306361588370423,6.348519273615258,6.395698550059035,6.305598405020762,6.3633808501581655,6.388884555009675,6.331764880908125,6.3433661407206134,6.37169078201097,6.320186279093619,6.328044935469116,6.352727547523556,6.298769901434001,6.344489700512548,6.375860096255264,6.177351882717197,6.214648660933892,6.253601923572875,6.167816200943848,6.265491287150176,6.243202585600618,6.308584831803482,6.230348360929389,6.309402875054985,6.33607047685211,6.230829614189402,6.290848354751255,6.229453214180407
CG31365,5.726597143414519,5.740514162886295,5.739087708292743,5.654110832508744,5.6571874993413065,5.728036806390001,5.715038853612298,5.722120741240052,5.713669714100546,5.632567028572693,5.696837658366814,5.69126169594252,5.5649895769947,5.660330755864179,5.644465319778245,5.542842077352677,5.668866117884895,5.410810814652141,5.516606680057253,5.626674923502167,5.466074217071018,5.6700931668902905,5.558660262727411,5.655871423325551,5.542516171209868,5.615076578584694,5.612021022918453,5.589717590433097,5.659386640709744,5.692369789721193
ss,2.773060300665672,2.6479376421931375,2.6219477328113965,2.9628175957079463,2.8189080991788544,2.8718133360920475,2.439521616189386,2.7303736614125973,2.315860318019107,2.527890678687719,3.025423810960881,2.241155260085833,2.7016361438917795,2.862378700563374,2.923572617717652,2.946686707110811,2.1117926066589976,1.506045659624635,1.8184466402850819,1.8227444895711185,0.0,2.896145842282177,2.903159917700574,2.538862599283069,1.8116485727496114,0.9737282006686656,0.9755810209650113,1.8291560564044707,1.8347070203924956,0.0
gsb-n,5.025391858704736,5.12066877569218,5.207164407028372,5.0991207109215155,5.232650095498638,5.201174929171274,5.073659515091604,5.140313112902061,5.03316343768117,5.135041390877421,5.061467031294229,5.103527715199986,5.163649402140894,5.073743543218273,4.954848937687228,4.888182199451553,5.021958202311204,5.068268564602081,4.813597429917536,4.899180106187114,4.81219288424831,4.986246902555984,5.061380064462451,4.781800900234886,4.972412829027488,4.481116852925358,4.975254025282041,4.944709681223895,4.938782646303319,4.787151919583929
Imp,9.307833920731929,9.296246022885953,9.324402549797178,9.326889182640555,9.346691013218372,9.325335682026672,9.331643866690314,9.306420237733924,9.3459955140925,9.313073627925528,9.313469573798757,9.285519592724091,9.314434475431625,9.30653324662643,9.313719920229769,9.272621674249741,9.300434275974592,9.258584052509166,9.279348503834935,9.314378483499421,9.250202495640002,9.326185468922228,9.273654578828069,9.246326469590658,9.235423778086252,9.251168315820955,9.27635768142092,9.301071600212817,9.264418306713239,9.269382362596795
hth,8.224728253419789,8.231561826661094,8.269461127433168,8.29851128053359,8.234858281736962,8.247686919883234,8.215648142968567,8.213703250038257,8.27484063000525,8.257593047526655,8.201373755434037,8.272742081693947,8.195062459695617,8.265736713680175,8.27575970678037,8.136897978419418,8.300211710530343,8.177724920185103,8.146454959052836,8.153574194708948,8.160534780281592,8.212558216733367,8.113874780829034,8.173454710773486,8.191732579116024,8.201366288145314,8.125864081575001,8.051952465026286,8.136996742138328,8.1031379535085
Reph,3.2054155300391853,3.3050445693936283,3.457767690064913,3.047990792374907,3.1084622408849394,3.0769706258634764,2.8154883753918076,3.1513779699410955,2.897323647185597,2.967501893028379,3.0798820689759796,3.328390308072454,3.110643764834963,3.25960327141654,3.2445710801463954,2.304720554451993,3.340611978524282,3.010559922536396,2.42697360232643,2.8073802267713863,2.5542160458291967,2.0594548394887804,2.5697199219497224,2.2334843561944364,2.560933736449122,2.951036829421339,2.226086287851448,2.273607232651343,2.444657209687746,1.857428233106769
Socs36E,6.568256047344431,6.4604463117972415,6.483425522689014,6.53887745248859,6.472501185927654,6.481296102805898,6.500823570478011,6.484392386882014,6.4611302444117795,6.522857024525891,6.454856788006721,6.462778169947312,6.491795186170609,6.511010946300916,6.4487955276164355,6.399964606684363,6.45315287907424,6.503815789499643,6.43876830377644,6.4300407561047885,6.352153929572,6.390622051862683,6.44016384148669,6.395697318017391,6.408412302326014,6.417276105448179,6.438908803957117,6.34724985385559,6.362964091755991,6.448643148125011
ems,5.119414623370844,5.186169641004925,5.124397033525124,5.278086531599125,5.180213737709774,5.094314076868842,5.2000126399521704,5.348743401572941,5.148979999376777,5.222692954846609,5.1488636065331015,5.13699974196122,5.140176201185643,5.162309846155523,5.135994946285179,4.846540881393198,5.197171566683563,5.249540686403745,4.992230733200104,5.097320730375031,4.647865623508093,4.938382089766096,5.061380064462451,5.091583049981555,4.819415885989907,5.070089472732675,5.14300142347939,4.8673253500323845,4.9512718830842,4.80206536882441
CG7903,5.461067900280552,5.360295446756628,5.487892630645221,5.3541273265169345,5.502308276153573,5.504771577928084,5.470937920905848,5.4620496273913615,5.4549268140009595,5.462031721645036,5.474532895993656,5.416596788478666,5.311280022107374,5.531530812364962,5.477676849759757,5.277409066107233,5.437147451045438,5.507851177512472,5.211672377415537,5.1785191873300285,5.097840385372648,5.269289330236298,5.311285320710719,5.198376888832032,5.175046513159596,5.249634998464463,5.3591613968299665,5.2429663869371215,5.240287357296761,5.061391091140873
GATAd,4.619419406523591,4.6348852618589245,4.663444700799858,4.746054335417354,4.655092454773116,4.69191003438419,4.493038736144603,4.780384943913158,4.608447867112651,4.5224810748206945,4.503861532631574,4.612440820879915,4.611609695221968,4.605356895773726,4.61290683615948,4.364166155582829,4.479113471298785,4.105131513108659,4.523962932875953,4.451444620488777,4.347055403251613,4.479965109806884,4.363639784290205,4.308440298202509,4.60513917526799,4.443094425049474,4.386142976282003,4.352682031236231,4.505085512808901,4.787151919583929
sstn,3.9909012439942164,4.115047468470761,3.940997149853936,3.9738647864200956,4.047960377146932,4.038744255460391,3.8110160473227386,4.105097349543793,3.7668370496106878,3.956908284259168,4.06179641378736,4.072589060126653,3.994506522014241,4.038992824358443,3.88240151955495,3.455454582825368,3.666914022845705,3.241109273213677,3.895512830980845,3.8649184595711072,3.5996011270260655,3.778733535410111,3.70457634845423,3.5359994085716995,3.776686032749929,3.88744606023038,3.31212310296306,3.942424216799256,3.841927885986759,3.790033912426555
Max,6.7741107463203365,6.804441446754565,6.846097097401457,6.779492517766427,6.834179310623971,6.790807542144152,6.780894193718606,6.8420976242102105,6.815728059344391,6.836509849025387,6.78346454951831,6.861874285386368,6.844142063009386,6.806960528738021,6.8264149881337435,6.7897637032826665,6.737574941706368,6.6989435646177355,6.628588132591848,6.724962640087082,6.7127284981019955,6.756505035991271,6.777751085553359,6.7482480252319785,6.766279599719466,6.762088773587841,6.774546753516996,6.767288140607814,6.753628426543088,6.792784059812828
NHP2,7.9973508812743965,7.989331567073972,7.989661617500111,8.019439397453521,7.9846213720688,8.010856114462863,8.026501779749966,8.029818680599297,8.010820226083368,8.066498013782121,7.978180171193209,8.033144354052048,8.010683248365972,8.021620226386103,7.992436901885523,7.9738716681177495,7.895997929832556,7.940260786016818,7.941295718065482,7.977757992507293,7.978947867883066,7.977817704757227,7.964491159496555,7.92383090963118,7.983320539598184,8.024328289074283,7.98487473702621,7.963808798487971,7.952678909541554,7.989474658514542
CG15107,6.357944377020232,6.340640589617397,6.36893173902392,6.366416956274433,6.316577114491093,6.384288650707824,6.378303239607517,6.416446459288898,6.350875310361956,6.414738780170442,6.373659801219136,6.393084673102163,6.352567835685662,6.338751878317048,6.406102801049302,6.322056762018406,6.222507907640824,6.28432453574432,6.251804913294928,6.233438470858264,6.288125267436569,6.334574178462951,6.317410949968283,6.293298692236429,6.2470106435077986,6.373265434050082,6.379044096368328,6.34724985385559,6.254428927557054,6.254011129032087
px,6.093897987419597,5.970658122326574,6.137231400934062,6.007519549176427,5.99294245704243,6.036200122779148,6.046449283565626,6.010392256055099,6.001468705134312,5.993933489016022,6.021219626270753,6.040466370708659,6.110504135427651,6.107978759050822,6.022071379957725,5.769435253170877,5.872324019965393,5.741510512168342,5.878288109708266,5.888207951632738,5.8725175238412355,6.155635794370824,5.870000429956915,6.014409305262955,5.903355532552746,5.94448102058548,5.997963518664975,5.856718670475992,5.883055841345093,5.8902136573798245
Doc1,4.70655764366457,4.702071116454261,4.657956929658472,4.398045736171295,4.577178727917539,4.3643361291581,4.626798115735425,4.736095856303628,4.421280230504303,4.291063254173063,4.736233527003602,4.831365090171261,4.342417398105961,4.796404964206712,4.630227904835139,4.073066711898781,3.7972459010803896,3.7221197700336104,4.362259822620975,4.0617701205534145,4.324876705811385,4.356312000655959,4.40658296381039,4.18953576265676,3.776686032749929,4.274654330946513,4.300262654997318,4.039043778002909,4.403101929957765,4.385846231917809
Doc3,3.9583718667977252,3.886229786247465,4.197996477375814,3.847613665903443,3.865200145128313,3.885841455219716,3.8733651450419253,4.026427733217109,3.740080232841213,3.762913751929614,3.722279681312904,4.181013238186772,3.380570483871475,4.143593964719046,4.038788658773492,3.120217503084476,3.340611978524282,1.8347070203924956,3.8598979754087472,2.6971142325578583,3.3947031144641686,3.7388632384597917,3.2901726138486245,3.320111876074702,2.254886952391813,3.247150852832312,3.4782032614123564,3.2347595362898725,3.5361427021106486,3.195867680656076
Poxn,3.2948957060702693,3.44763091792375,3.858814245237489,3.847613665903443,3.8885175256622326,3.536254305002826,3.8972555498682135,3.688905436886232,2.928332185144729,3.6345968258652612,3.6649034895789536,3.651663247834438,3.740830183339536,3.9553995874456653,4.0490764126110435,2.1062175855213803,2.3104342572252508,2.444657209687746,2.9018388652305123,2.06919258613972,3.5996011270260655,3.1456814711496297,2.693635608453486,2.7724754633560615,2.0576268653249645,2.7619181444142145,2.8637471376000763,2.580226799349611,3.170006049641645,2.9457079356162463
CG34159,7.094769355469797,7.092673055004059,7.111675483969545,7.0753329995602705,7.144208744415577,7.1207532338788315,7.120244553148289,7.130125137777952,7.072140573437473,7.0826899483113435,7.075261825700908,7.1445896322587465,7.125828938028625,7.119084492662374,7.160482536210213,6.997953272650704,6.996015044478691,7.03845628278219,7.064242452456398,6.988167616166105,7.082137257488524,7.133319849541305,7.07004380221351,7.040999286850175,7.029285312275636,7.079533342202766,7.055785844184621,7.039520871918343,7.160068705844069,7.07917382702815
