gene_symbol,Hox_1,Hox_10,Hox_9,Hox_12,Hox_6,Hox_14,Hox_3,Hox_15,Hox_5,Hox_7,Hox_2,Hox_11,Hox_8,Hox_4,Hox_13,No_hox_5,No_hox_9,No_hox_13,No_hox_7,No_hox_11,No_hox_12,No_hox_1,No_hox_14,No_hox_2,No_hox_10,No_hox_3,No_hox_6,No_hox_8,No_hox_4,No_hox_15
pnt,5.668523704908678,5.532436560905602,5.378986000266025,5.644014705921023,5.469654355726116,5.527881183556697,5.405211180639626,5.48372450348059,5.583028087498953,5.505127904011651,5.442607541729665,5.566548495967583,5.503216996385274,5.492468483570156,5.385233221179947,4.901686020547663,4.880790257767332,4.505085512808901,5.113149287216698,4.618256118277531,4.410784542306044,4.7648097082876015,4.772169301671592,4.924715371967456,5.11537829506344,5.080387496247804,5.0626410067697325,4.957044284003294,5.122004504311638,4.624336362437795
unpg,5.20217962207371,5.284606729534631,5.052867450563954,5.179770653583573,5.189669273753443,5.149171229594108,5.348777900439021,5.041552257850406,5.404885325542773,5.089931663763855,5.216799361967965,5.086361964151038,5.123065745220245,5.129167591868633,5.212392339874646,4.915009915452948,4.539070607749026,5.023098859654829,4.63010487586459,4.911987959137805,4.891610010751307,4.793553658060733,4.597344550643506,4.352306910550953,4.9841657961118715,4.9013530668682055,4.5901557767125585,4.812195054620236,4.775309572405766,4.8167596713283825
mael,3.8539079227791735,3.9571176142630935,3.894865530148179,4.026373792052498,4.114476264302385,3.7602687447196543,4.060270818296474,4.086002513663644,4.224796273045921,3.9894367489404137,3.8026071039202205,4.255252808710204,3.939683925284591,3.9444414436380346,3.9411011937652716,3.8693485178796916,3.126283281400829,3.5361427021106486,3.151447786765983,3.619576057996091,3.3947031144641686,3.5612866308155855,3.3523804573521083,3.044407380976218,3.0672208229560196,3.475319657443553,3.1837837410181895,3.2347595362898725,3.241109273213677,3.195867680656076
slp1,6.1594346929286825,6.1216109476491765,6.296789326188506,6.260480720580287,6.130543938293057,6.28866211924372,6.103934867786829,6.154291279438315,6.351871076678705,6.186803100309719,6.2469525469085765,6.262065667796821,6.226896668199656,6.279744260629756,6.172412396256024,5.829544824624967,5.786961973710264,5.926110277073036,5.81361505821354,5.902488593165924,6.08260793466186,5.857722780408806,6.006215533361344,5.897948721188088,5.594616075691472,5.765269272414296,5.925623892053634,5.768153161650478,6.002700138527876,5.801639397295921
Dr,4.883009703084664,4.971065901113277,5.037926401561759,5.106095610573698,4.888063712777575,4.946452035048861,4.99018914753135,5.015259025769254,4.975731777148629,5.012469330700035,5.001238347159348,5.133702508382883,5.006027148648614,4.964718453510417,4.983398557674097,4.817784362060542,4.779328568367081,4.64929753614123,4.663121450360183,4.5835172361086265,4.891610010751307,4.821494426049514,4.727439344156899,4.5642286400477765,4.655078089382381,4.553081452002302,4.573236350054514,4.306774791743575,4.775309572405766,4.8167596713283825
ftz,5.585442308214617,5.725060180024255,5.831726088230564,5.705027995205204,5.705155858594342,5.62158269054991,5.673954838532864,5.596267483126218,5.647465722755752,5.713761954401369,5.74960698020318,5.646791436602147,5.722707134950328,5.658347640422612,5.693087039329276,5.556872055130967,5.421217298841024,5.464230097080162,5.375717889775893,5.4044310991808855,5.451642927528617,5.475412182670355,5.3529301323641,5.26084139715104,5.04094383282998,5.324603355790735,5.311383536941379,5.050599057611211,5.434055065271375,5.27638129632007
retn,3.6951226156574632,3.9104217229143217,3.808630492755369,3.9297774220609774,3.5323864276550148,3.5691846450070144,3.6279726605180485,3.464842177957143,3.5624978677864383,3.538883505239079,3.5558196620560074,3.694353197343544,3.592907504340145,3.591335960425942,3.2671945318421063,2.8471440581687224,2.618148884654897,2.444657209687746,2.568429229806447,2.431650081407017,2.0512781579436963,3.2167105952842334,2.8038753091260884,2.538862599283069,2.560933736449122,2.6520004062963216,1.7847556877254194,3.004277428189052,3.369738610910045,2.7356199962316228
crol,6.535296872055081,6.496191365849108,6.5813342017132594,6.553695664981697,6.49571252469532,6.520999619022369,6.534325538396265,6.469390917063725,6.554755739140723,6.516910870753871,6.5424925951521455,6.509743782638446,6.52886117064977,6.496521116796118,6.464461108203344,6.3090083149777465,6.341270970921693,6.325987883932517,6.322215714221434,6.2602337277117615,6.124266400127809,6.291167903461858,6.371874109644261,6.271497771451004,6.292240053539668,6.376073581658463,6.275739474786703,6.34724985385559,6.362964091755991,6.359179353568705
cato,5.613208078929775,5.451346161778677,5.4285755441909895,5.811773031511875,5.7473425249317,5.390995722701651,5.147320282153644,5.771559310346286,5.2879844388571575,5.308995669580846,5.52634155102309,5.436312309259013,5.519602129329051,5.511040962761624,5.196273555474497,3.1968584648259863,3.4615999141594656,3.8788733720905615,2.0647134092260484,3.079856544835489,2.788100978406328,4.1363697201380045,2.993471294680084,3.044407380976218,2.8941662639738066,3.7423003095188414,3.250010884530941,4.659398456662777,2.5863367515863978,3.9409515379053186
hkb,6.059445286524484,6.165169820666413,6.175355905819147,6.128316894186867,6.215024209345702,6.008333066263853,6.086901350400969,6.065144696407781,6.156879773744327,6.146905882031784,6.157068345230005,6.19465804733449,6.1296074942950804,6.104172890290613,6.110539895108261,5.570707912990808,5.78137694995994,5.907203440356687,5.640074944998607,5.669343988982168,5.838548540900276,5.80760824117059,5.545289321258094,5.5450571064896765,5.421876078936348,5.728443717245774,5.503707413939389,5.991760980571724,5.806903969693142,5.943610194754069
caup,5.021592930577446,4.852597936966817,4.896690302107451,4.880989743481542,4.883813393811114,4.6038151295627765,4.759817482552485,4.9236503722867155,4.82273101346305,4.589077509946535,4.827981428697556,4.961099468542312,4.899685830641157,4.815031184045733,4.85027135379825,4.073066711898781,3.7556611360412573,3.9821643372965565,4.294177218383901,3.7497525751638032,4.278986738407603,3.345218553687265,4.40658296381039,3.713454203529592,3.8875582981113546,4.297327506901296,3.575343076111664,3.942424216799256,4.424347690298678,3.6597251551861385
hb,6.149627477331913,6.170171855627362,6.274091140505316,6.290696336941458,6.186492476528039,6.140496539351018,6.133378140281065,6.092732886952012,6.123676672847912,6.049834644059167,6.169208328925873,6.0962319472170705,6.20021994882221,6.187070650333327,6.182160204534573,5.865996897343333,5.927050232833999,5.878155551856799,5.9067826178105465,5.953172431515152,6.0709387441501335,5.942048432616104,5.835357275042805,5.771320689575529,5.9263889105203,5.9093290775314244,5.778512845276483,6.009034523928353,5.858310676254689,5.880191264424554
odd,4.452605804898766,4.437011277215991,4.503552902698393,4.827344072160612,4.336190523154904,4.481517880008343,4.53756980442537,4.340004700005508,4.421280230504303,4.329757276294264,4.751291448244302,4.494508167513115,4.7560710586946975,4.633408085934504,4.669513823991674,3.9419645231249927,4.13893294902144,3.7221197700336104,3.6598808038009696,3.7082152017937773,3.8804260873001293,3.6540114479959707,3.861266314632258,3.5834014845525632,3.7368176854693673,3.7423003095188414,3.112857517351722,4.069281527269838,3.7221197700336104,2.7356199962316228
cdi,6.091289514146317,6.095072795569028,6.113125404553058,6.124558638706457,6.178355515833972,6.110333638137361,6.159524410052135,6.010392256055099,6.153244515480718,6.060649432392021,6.07036054506492,6.1112550489710955,6.085770572812142,6.1092441699542075,6.0733857494904875,5.886245193112774,5.897571417457487,5.853287306688513,5.878288109708266,5.925845609911948,5.838548540900276,5.842950346609417,6.01886964123188,5.874810260294136,5.884539051999531,5.927059498494305,5.6819775439428915,5.9241901584042544,5.8482385754257615,5.801639397295921
EcR,4.5547793856763485,4.556615114975036,4.583732036034404,4.613052005876024,4.5297699746552755,4.67060313877837,4.580202110220292,4.630032649349237,4.525438139765726,4.509881296279628,4.424209245677349,4.519233624933195,4.489302229083014,4.484551815545263,4.502163314138045,4.2422251759417335,3.982612735040997,4.075778057012656,4.270412484493786,4.451444620488777,4.205944098234879,4.240130881413995,4.318769419202775,4.163958968290963,4.213117927280846,4.362416701500383,4.322434021058555,4.039043778002909,4.336514190521892,4.160201575756967
sv,3.2948957060702693,3.057951031837607,3.2997226448169474,3.5172085445590358,3.312433137597016,3.448846818783186,2.9148433468254313,3.370864973746344,3.2179072746181947,3.079553911991068,3.2721604331347933,3.4774062896797386,3.380570483871475,3.323106934280594,3.373217399916668,1.8583001189987547,1.8636583826684936,1.0132115965872366,2.0647134092260484,2.5731653142136235,1.8055599766510722,2.2567628135769158,2.693635608453486,2.0367768759739096,1.8116485727496114,1.4575901262698383,1.7847556877254194,1.8291560564044707,2.081655565212725,2.6113107748667472
cg,6.429352811609638,6.448241606797772,6.4673354132808605,6.3839999360878945,6.454067918120664,6.3996922359725055,6.466160199013573,6.446912879073062,6.441305341935196,6.470704620874954,6.400826567600968,6.407971648741831,6.473181358550312,6.431796974338763,6.436648159244413,6.261949386895494,6.2751422672272135,6.2096046532039715,6.235086652559562,6.273366834210817,6.322174780964146,6.255689998484335,6.311172243726429,6.265180632496156,6.37698885494706,6.282054430677896,6.327249616070723,6.144931872355063,6.371998393386792,6.301388529289078
E(spl)m8-HLH,6.793709834375051,6.756334932269315,6.762486031622672,6.8662461240346895,6.815221707756555,6.809371167052012,6.68464079403874,6.779547376197306,6.739680473330876,6.722567140588214,6.745541768466573,6.760727298141253,6.659561539371399,6.786613393715283,6.812309512021013,6.486087617895855,6.584338968983443,6.230542712034938,6.408046593055396,6.4974375062754675,6.608646286461978,6.682180414108668,6.511797237883545,6.44982307153473,6.481598658559903,6.661926429923769,6.64360290791878,6.481325340621921,6.495901642299306,6.6017521555920915
ato,3.7643712304183667,4.268256875344882,4.1714987309942,4.105043334260161,4.336190523154904,3.96521242123608,3.823800741016495,4.142226808998496,4.249539442905056,3.945826002481751,3.9790486013705655,3.895568746479136,4.026013092680672,4.286385080950271,3.9411011937652716,1.8583001189987547,2.3104342572252508,1.506045659624635,1.4909964764599029,2.6971142325578583,3.3947031144641686,2.2567628135769158,2.0659339740515157,1.7916587952982277,2.560933736449122,3.367728812967909,3.0365140996312916,2.580226799349611,2.5863367515863978,2.8461709672672364
gsb,6.682273537297786,6.597973228983624,6.6511991373633395,6.785343363136997,6.649768897192891,6.710804663446394,6.598931661967183,6.581949904491243,6.647791865714114,6.5820490573650865,6.701882883650494,6.703980538701313,6.774475398753684,6.70081343197015,6.6199557504279865,6.33813147515964,6.268282370773887,6.335360902667248,6.352651946799248,6.378538745236307,6.43433214329659,6.294331615563449,6.259809831137556,6.206455360375944,6.317195660631074,6.327228295137435,6.201537036290515,6.1029527930246985,6.441476805237997,6.352920625945505
Kah,3.1326252000539037,3.466436875438643,2.9736727916134407,2.8697087814043365,3.204282377373513,2.8387412692712655,2.882809447343587,3.1513779699410955,3.326116718141108,3.335363033375792,2.431674483881342,3.405671454810618,3.360659862937767,3.2375064623018095,3.2671945318421063,1.0311452119780684,1.5328851508607597,1.0132115965872366,1.8184466402850819,1.8227444895711185,0.9911974475388808,1.4863312685873886,1.001795357759956,0.0,1.8116485727496114,1.782280149514559,0.0,1.009006984197234,1.506045659624635,1.5271046875048877
twi,3.829133473280991,3.484895687280223,3.940997149853936,3.906982760013727,3.997585500146921,4.0182810383921135,4.0193316548542946,3.7171784513937633,3.969302032457873,3.8276738241174746,4.010886781068978,3.8489320014742856,3.8201045827698845,3.6521845277293514,4.0490764126110435,1.527913484978157,1.0352322426754133,1.8347070203924956,1.4909964764599029,1.0041575592885519,1.8055599766510722,1.8134019466426805,2.5697199219497224,0.0,0.99578304286206,1.782280149514559,1.7847556877254194,0.0,1.0132115965872366,0.0
bnl,5.293225314939202,5.3852153213066645,5.271757776388972,5.266312812397108,5.259335991829436,5.204337089597075,5.436084213910859,5.521134456743556,5.194331641061375,5.434750655018793,5.481757761454565,5.317242656870075,5.140176201185643,5.461532581948576,5.132537173674918,4.430777183445874,3.7122717627913957,4.632368060226909,4.3839615269365435,4.451444620488777,4.451120592941969,4.050810085311674,4.664506039098167,4.724313869224533,4.671185160250096,4.603847873008001,4.655108325883927,4.573247814462126,4.505085512808901,4.008648255225032
dmrt11E,4.375769792091068,4.524801001105208,4.248974268809799,4.485795475038651,4.202424278644272,4.206203747485442,4.291962602134813,4.086002513663644,4.281605864549736,4.37429648045939,4.352614366806358,4.339089170918886,4.152117068131188,4.390369194085951,4.1277767987618565,2.304720554451993,2.1117926066589976,2.2795380139705186,1.8184466402850819,2.266754149552261,2.2483712298257514,1.8134019466426805,2.0659339740515157,2.3977854461905106,2.684764152404468,2.026988417836464,2.226086287851448,2.07587315408331,1.8347070203924956,0.0
jeb,4.47914444640583,4.325101334543046,4.690440711371115,4.799401962198559,4.290994218680719,4.481517880008343,4.425772751417996,4.689753978125141,4.619763292011751,4.559354998904954,4.337659078559163,4.826886497972708,4.540033942014177,4.6714030213004065,4.293077273612535,2.612267992907789,1.8636583826684936,2.444657209687746,3.351031643319486,2.9970151749242673,2.8872886849236234,2.6867167408612134,2.4282480230039556,2.3977854461905106,2.560933736449122,2.7619181444142145,2.531229987817368,2.7042434676454827,2.444657209687746,1.5271046875048877
en,5.0949577575434155,5.2157599130231365,5.3068774647903805,5.10956490136649,4.996483114477747,5.247588442711139,5.357037413578913,5.211599837168988,5.327565379610173,5.210182433436797,5.286264503106856,5.248992653587774,5.193041565719306,5.313308709063083,5.292261901118458,4.317158658481707,4.347201262089803,4.632368060226909,4.505123292244579,4.731136889983587,4.597930269434657,4.479965109806884,4.487303926466471,4.6789203467632925,4.791475596734075,4.636314636172962,4.520689520333533,4.768756395315363,4.682320191748199,4.756640732168923
His2Av,10.201114915464666,10.199476368548005,10.193184866508227,10.192345408416582,10.202691157366745,10.20159749298576,10.20959471715364,10.203699944379142,10.179975109963767,10.207180921693837,10.208417817226781,10.214253724616812,10.181764775945723,10.202372334822039,10.196523375067711,10.097677897709978,10.081559202404527,10.112706275866223,10.15178707837765,10.090381506468693,10.086781363661393,10.109957922802629,10.10216905866313,10.088642270493565,10.123873309072108,10.087983983877566,10.123712556789851,10.117278187407935,10.110141179837038,10.141960144305376
E(spl)m3-HLH,5.105512596471651,5.080689064880866,5.067588546912757,5.301226095290478,5.157796789613182,5.339942264453013,5.190341995721495,5.289777885776756,5.2705295399432135,5.197513413893318,5.079568091770784,5.1725694139422895,5.091509213278796,5.313308709063083,5.28633953419504,4.340938594702753,4.6663977860936425,4.265174201701884,4.086074225850316,4.66820144455529,4.527217150343353,4.479965109806884,4.295555925355881,4.473422311719933,4.552574672699217,4.913532466150437,4.074903154845603,4.458998337907861,4.4855039139842035,4.471819374620219
E(spl)m5-HLH,6.30241639114244,6.325804720390099,6.320028406157808,6.580304910198555,6.3661522427745405,6.381373875881003,6.215677358728896,6.454160971324119,6.4182894036672264,6.448145272764252,6.385393186801106,6.453114432566285,6.224604997476701,6.466011207075522,6.492410902376034,5.89621764038698,5.819832508436183,5.111485840371903,5.658248326833995,5.953172431515152,5.729115797899498,5.832979411324191,5.571854778504778,5.701437373322965,5.6913179604940805,5.900344568438253,5.496955424857063,5.569989682001819,5.935431312737655,5.934111409048898
fd96Cb,5.1124877680206975,5.076974021992072,5.470952252559416,5.345958317270072,5.524996468085666,5.36713708415476,5.262198608020121,5.037838144087924,5.5049072616057,5.462031721645036,5.514800327840208,5.349696809852763,5.48655891231105,5.463946542112983,5.442734769773703,4.660112607190266,4.539070607749026,4.4855039139842035,4.505123292244579,4.275469259384687,4.614853965136382,4.518003608258787,4.525345553507367,4.262560768758914,4.262406128555456,4.603847873008001,4.129553996793741,4.208108953733088,4.381394971045826,4.831241174470942
HLH54F,3.924748647525984,4.162595694122391,4.047795028738426,4.105043334260161,4.185442599545781,3.849797081352859,3.6732842191607675,3.482622465016567,4.297261545128407,3.967869094024655,3.650029888216617,3.348277679176944,3.084482142923286,3.4750364478775846,4.079319493024375,1.527913484978157,1.0352322426754133,1.0132115965872366,1.4909964764599029,1.0041575592885519,1.8055599766510722,1.4863312685873886,1.492079711697306,0.9807537485145504,0.0,0.9737282006686656,1.4598737846834529,1.500906126081865,1.506045659624635,2.4693254988053717
mirr,6.318152646609035,6.265291937669641,6.385693718021348,6.312773596741841,6.395698550059035,6.212148466519787,6.255535992760928,6.301324945540562,6.196018989181652,6.233121877392754,6.277733189126406,6.182003798140331,6.284708130304344,6.278677317588317,6.2868288622808475,5.871097537720686,5.992631920106718,5.827784826061204,6.004821208708815,5.7820897276919885,5.932695752391623,5.942048432616104,5.884487815189231,5.807020540889255,6.0464030149750245,5.9093290775314244,5.7987559323740365,5.841648594380866,5.935431312737655,5.859840004551967
aop,7.070049602387014,7.031325330377289,7.1740317109805956,7.247764330012768,7.138862988658659,7.199339141949392,7.123999157648972,7.203158565898617,7.165478431030377,7.130863928115642,7.0854499833982905,7.1445896322587465,7.13878772614494,7.165442062378671,7.1256956747118,6.5929449353321745,6.73109614731875,6.25779514089287,6.5306769043729895,6.393112941430545,6.43975823745295,6.44369458520459,6.431878339793071,6.5828274311418475,6.701293446902353,6.799503805426644,6.658557094348961,6.3683939659711015,6.447054531401139,6.596844830356194
E(spl)m7-HLH,7.024364257548854,7.002983857835732,7.10645780975647,7.1966803511756625,7.104788556925916,7.061919483608218,6.984475129193254,7.0690625684534405,7.031616225093094,7.029018738968992,7.011332151448991,7.015959196548447,6.932709790462679,7.099076913521254,7.148559638684647,6.557725974753141,6.661569332456522,6.1211720577048645,6.385095405283168,6.5357977131015685,6.4717106745916135,6.5948932331988335,6.392278202520959,6.431210466554086,6.509944798393568,6.649203797354372,6.613006454464223,6.287497510723429,6.430227143127547,6.48505614672412
chn,5.594068024832683,5.553456718624795,5.6307618632954135,5.82878766269232,5.670852199224312,5.55046877612246,5.5210414775659595,5.579090225770916,5.567884535260139,5.516776665116448,5.586461900037208,5.6836684262888175,5.498485791750121,5.790200914342911,5.546391080634225,5.160264032140931,5.274466843782851,4.975791934313838,4.881116631983418,4.8730615165500595,5.196354713582966,5.0206995497357,4.800915037782068,5.131749062465617,5.165345787204668,5.249634998464463,5.019901773018491,4.993160693520275,5.034583999975,5.061391091140873
rib,6.240252919380977,6.443507539405018,6.444549650117617,6.499979927923389,6.3376987784121495,6.432582526903048,6.386171722991842,6.33747681261914,6.399487470910036,6.425998733384987,6.400826567600968,6.409817034027741,6.408507202259669,6.555692360939492,6.436648159244413,5.87617229353778,6.001659259127914,5.790952122728689,5.71654629668187,5.614141716553887,5.867734888868907,5.817834081604689,5.840380383643422,6.02655028450476,5.996721020517461,6.096404472628466,5.861851481993931,5.712139253146226,5.769279278277487,5.801639397295921
l(3)neo38,7.6785621267557715,7.706202264870305,7.730774999775816,7.7249251331335635,7.721419497964943,7.694194191983609,7.697428003939816,7.692542612354557,7.7067605101442425,7.731380571500864,7.699598145770944,7.706643345628048,7.723047713841264,7.722209434671268,7.684494496598448,7.537667890989331,7.609115495181929,7.538092182405679,7.53355729245009,7.526646512213021,7.536402161793739,7.606261829198582,7.544115409669173,7.5604804157293595,7.592187001336404,7.649832682612725,7.535573338989221,7.522101917371031,7.576573620456655,7.526007838110917
CG12744,5.615312313067041,5.639759808435755,5.704910873948318,5.708839384753018,5.585914412607338,5.739194735874687,5.673954838532864,5.723996057510958,5.696567216886855,5.741893993529357,5.624623591104609,5.74644457556078,5.670188981855828,5.6423395266232905,5.629826948185517,5.1179539597966395,4.997729491656469,5.023098859654829,5.059991157706813,5.05410727501311,5.158105535091657,5.107160783079891,4.945751728772543,5.216625558349942,5.203596532063747,5.445407454130745,5.389790474121698,5.072681404374788,4.987830122110173,5.10606390225267
lmd,4.578771065670708,4.6290772420749144,4.484100038695453,4.548416231933676,4.676282290437962,4.717920689339355,4.638115600343848,4.668447512662691,4.669155568397124,4.715456075176762,4.367349286042323,4.44314399376456,4.564466202562659,4.70285920404731,4.595280451903808,1.8583001189987547,2.1117926066589976,2.444657209687746,1.0009111030700617,1.4949724150898753,2.4129409789099405,1.4863312685873886,2.5697199219497224,1.7916587952982277,2.254886952391813,3.110014469272482,2.6547664596067904,1.8291560564044707,2.71041165205985,1.857428233106769
nau,4.641926093322961,4.485237889951287,4.50995399789638,4.618725984740103,4.3138476874304965,4.455155430042306,4.682146582496954,4.294105275903459,4.297261545128407,4.2425630421690474,4.431094691504735,4.697696326663666,4.372109444214956,4.368979109048605,4.173994119647984,1.527913484978157,1.0352322426754133,2.71041165205985,1.8184466402850819,1.4949724150898753,1.47908273414507,2.2567628135769158,1.492079711697306,2.0367768759739096,1.484710206890238,2.026988417836464,1.7847556877254194,2.07587315408331,1.506045659624635,2.105310314829363
lolal,8.67329190341423,8.676831780424523,8.675336205990797,8.6957712548146,8.69706279951726,8.690006598914563,8.684881811462906,8.706514572578637,8.662409919647285,8.692133648177924,8.687918975363093,8.681027504247954,8.661538406804839,8.680778230327586,8.677446658739598,8.497278650932193,8.520413878314029,8.513905710636664,8.55232200805181,8.532213079876717,8.51983166067143,8.53695115152444,8.526778045518093,8.522258932209905,8.515211697508585,8.579245623091037,8.552673650177297,8.515711434343654,8.541679777233337,8.491818669786452
ab,5.513619505052258,5.825018258793281,5.775740386790205,5.769716430668294,5.549372957960245,5.794940531361338,5.709272042218006,5.823768359936263,5.813977130589878,5.721341551702573,5.744084488737438,5.8676449031736455,5.783362285736586,5.895777629336685,5.949790258279966,4.430777183445874,4.079304071978269,4.240216570371504,3.7447452460975077,4.226171688359121,4.740825917955181,4.31144598831755,4.143674168389991,4.546715079790249,4.134307805538615,4.403568954600496,4.538513694132649,4.127144998009112,4.381394971045826,4.160201575756967
tsh,6.531940410866073,6.55051083376128,6.617652344699734,6.601561475321988,6.621697434506916,6.592823859958036,6.627812403237432,6.573973749344184,6.593796690883826,6.607272366669636,6.626124430509573,6.6081746149985525,6.537287764696311,6.555692360939492,6.600195445115327,5.348515854838015,5.283721821560854,5.240287357296761,5.183121070982293,5.168722694741945,5.451642927528617,5.137748993253595,5.408464561232343,5.26084139715104,5.3018144498078525,5.371631433109323,5.162121538559307,5.419786917118563,5.023098859654829,5.3388710513736575
Mef2,5.338593252335953,5.349017435067382,5.250686862765951,5.173292764678518,5.205232491210134,5.036272059405742,5.18709755286721,5.166827246638786,5.240743429101275,5.097005453694336,5.028035803766168,5.248992653587774,5.066257724690473,5.296347519047416,5.256189872557243,2.8471440581687224,2.8531221303177667,2.8207773110508603,2.802562264168953,2.906686158109126,3.207710775239922,3.1456814711496297,2.8038753091260884,3.044407380976218,2.560933736449122,3.367728812967909,2.9538570404727134,2.4386232112638653,2.71041165205985,2.9457079356162463
Top1,5.873269225883424,5.888160180539263,5.939682445934565,5.870099216908697,5.890975621167488,5.928965961768656,5.981059048949923,5.944985116172538,5.946282431181195,5.892674520024239,5.899359375363431,5.873966188335516,5.935287324821756,5.943168471302188,5.921868646425548,5.637153593831939,5.770112444834112,5.6532542851113545,5.82384108226582,5.6752936192824635,5.740069400269694,5.754849120286468,5.6950263785789,5.8654028563999345,5.656141433638588,5.723070447561999,5.612021022918453,5.694704427999837,5.758264130453717,5.8495069222825755
Wnt4,5.8618355357463825,5.982767076270498,5.9211840615796465,6.017347725887568,6.067373831605495,6.0403140019485235,5.98837737283773,5.95989422015721,5.93728351915501,5.949856344918248,6.105693692955853,6.049759071356363,6.04816842794512,5.925089080131192,5.997581670301074,5.649928892750413,5.637026582479562,5.6532542851113545,5.67609732327327,5.808396212258856,5.8186067223157085,5.760252066612112,5.431352289926325,5.723464686847772,5.6196822627030105,5.695762293032048,5.629974282047552,5.6404983729242755,5.8482385754257615,5.989796088575831
jigr1,7.039151147412307,7.043899656054107,7.033984612937403,7.0772712254021695,7.054559520646162,7.020167951090522,7.019404496605407,7.041348223138943,7.081780355505974,7.012027595728032,7.055066427354741,7.07644228462072,7.049881992065868,7.047480740057731,7.042568651926916,6.922646673081803,6.9553004564069285,6.901746312413371,6.90851631224917,6.965570635690613,6.943425907615673,6.988134565870849,6.882015918279421,6.9715479081306935,6.952334655459326,6.960293332316688,6.964828328078889,6.884497427948054,6.958358406928462,6.973569450072335
CG30431,2.6982099670307624,3.1891103660064704,2.330377334965279,3.126475473190889,2.8189080991788544,3.536254305002826,2.5811365425003463,2.932786380809271,2.897323647185597,2.8412910158837557,2.8416149184346087,2.5018936938290572,2.8119361799723883,2.7230583987834676,2.7137749492645895,2.304720554451993,2.1117926066589976,2.8207773110508603,2.9018388652305123,2.06919258613972,2.5542160458291967,2.0594548394887804,2.263410958957844,1.4662441393718892,1.8116485727496114,2.223432356649106,2.0295725179572437,2.913912456917283,2.081655565212725,2.4693254988053717
sima,5.701844934307477,5.728946123250769,5.7520695134547575,5.806611673247615,5.703280659323441,5.777295290488896,5.745245809537085,5.789266925452887,5.7775306921248655,5.704205946901037,5.785664172528867,5.769442845524386,5.761729145031209,5.672147563768856,5.671095116790198,5.717416710299435,5.705781862524649,5.67756125060923,5.658248326833995,5.457442428865349,5.642900182019971,5.634071548184901,5.558660262727411,5.667459033631146,5.6072277063576035,5.584606270887702,5.6763311631213025,5.773585779727434,5.628341740697941,5.4985021464188755
Sox14,3.803729624402515,3.63727802382686,3.7956809360483605,3.730967135412507,3.944537754336425,3.9091689155271716,3.823800741016495,3.9184988687180518,3.947503223852937,3.693667619123823,3.852784149289075,3.8369248678280323,3.6987045691294487,3.8993670698122638,3.807087225092806,3.455454582825368,3.274145575519166,3.7221197700336104,3.517332608490986,3.6648774207750807,3.8448226705886626,3.6973370516635398,3.615945698287068,3.4338702918754693,3.606684770980155,3.52506415615483,3.8559990693758066,3.9080255543725073,3.307490706146153,3.267047728123556
trh,3.6951226156574632,3.4089235541957,3.420535941059894,3.984589481372086,3.548706176139589,3.676584304091932,3.9874884554726373,3.7446740325740313,3.726428472911941,3.8276738241174746,3.2043139793270727,3.1532133214136278,3.576836733992202,3.709541962130555,3.173457488229852,2.304720554451993,2.952699555597132,3.0934575089002445,2.9018388652305123,2.431650081407017,3.1367094420559165,2.2567628135769158,2.693635608453486,2.7724754633560615,2.984432366591288,2.951036829421339,3.4782032614123564,3.5297267032106254,2.2795380139705186,2.8461709672672364
Brf,4.511356989401188,4.41560882526037,4.305339097139321,4.254123613950253,4.37235381582072,4.378856520626647,4.54377254409948,4.425929114220763,4.312675898658807,4.359669391947361,4.322476729610929,4.128269905232937,4.372109444214956,4.49095154067419,4.540456788697433,4.340938594702753,4.370430714516958,4.524291025208409,4.4859218932513185,4.547527997768862,4.631496009335838,4.657153611622595,4.487303926466471,4.473422311719933,4.622064097479528,4.517746375759154,4.773581027559385,4.438620145611721,4.403101929957765,4.451009053062046
btz,5.036702811992492,5.035170843815029,4.967783393887608,4.858986039641481,4.9173206189779215,4.891871609536858,5.047848738058418,5.041552257850406,5.0661030737715915,4.993106520569345,5.12857443905415,4.93726846929169,4.9784908648776,4.972631225469589,5.068161160036092,4.888182199451553,5.045613742355862,5.068268564602081,5.123450040333683,5.1182467751436995,5.196354713582966,5.117461163580311,5.184511004595666,4.960390943830992,5.14565737513921,5.2321835948357265,5.073046379224722,5.083542368272591,5.182893766420925,4.741028785451369
CG3847,5.552416567838275,5.57404411051318,5.458673837547444,5.437347587797845,5.3958703840014985,5.439568842693171,5.4104233317267045,5.454718996319002,5.445116845272556,5.411862581011452,5.435093124819051,5.419082590713572,5.449900254860549,5.492468483570156,5.4376418618452655,5.382258887177615,5.44501836319747,5.640875590257189,5.537143934014644,5.356643000388222,5.568141003129195,5.496676813751564,5.524891596573865,5.557993891454302,5.6441354697443415,5.5783991910367785,5.4412326704549185,5.529326446534901,5.528968315577674,5.4985021464188755
tup,4.390186278434508,3.712869855953918,4.067851094042639,3.859772810757158,3.9113035717636517,3.885841455219716,4.0702489892511124,4.195457499748114,4.081376470786592,3.956908284259168,3.968206559429803,4.003449499162517,3.781252731243221,3.9662389507754305,3.8200401356270297,3.8309623349174977,4.274088408945684,4.265174201701884,4.3839615269365435,4.031536395714298,4.347055403251613,4.1633366885666385,3.9312730979729538,4.454227891171953,4.0780909333633195,4.227704922775546,4.074903154845603,4.2337029707176805,4.846697103697874,4.072051261688935
